instance family pattern-time pattern-vertices pattern-edges pattern-loops pattern-meandeg pattern-maxdeg pattern-degisfixed pattern-density target-time target-vertices target-edges target-loops target-meandeg target-maxdeg target-degisfixed target-density
g18-g70 11 0 64 128 0 4 4 1 0.0634921 0 501 756 0 3.01796 10 0 0.00603593
g18-g71 11 0 64 128 0 4 4 1 0.0634921 0 501 1497 0 5.97605 18 0 0.0119521
g18-g72 11 0 64 128 0 4 4 1 0.0634921 0 561 147 0 0.524064 17 0 0.000935829
g18-g74 11 0 64 128 0 4 4 1 0.0634921 0 585 1228 0 4.19829 113 0 0.00718885
g18-g75 11 0 64 128 0 4 4 1 0.0634921 0 610 7438 0 24.3869 154 0 0.0400441
g18-g76 11 0 64 128 0 4 4 1 0.0634921 0 610 35465 0 116.279 256 0 0.190934
g18-g77 11 0 64 128 0 4 4 1 0.0634921 0 610 82562 0 270.695 360 0 0.444491
g18-g78 11 0 64 128 0 4 4 1 0.0634921 0 627 3545 0 11.3078 19 0 0.0180636
g18-g79 11 0 64 128 0 4 4 1 0.0634921 0 763 1902 0 4.98558 14 0 0.00654276
g18-g80 11 0 64 128 0 4 4 1 0.0634921 1 891 318 0 0.713805 6 0 0.000802028
g18-g81 11 0 64 128 0 4 4 1 0.0634921 1 1010 5994 0 11.8693 12 0 0.0117634
g18-g83 11 0 64 128 0 4 4 1 0.0634921 1 1024 5120 0 10 10 1 0.00977517
g18-g84 11 0 64 128 0 4 4 1 0.0634921 1 1024 61440 0 120 120 1 0.117302
g18-g85 11 0 64 128 0 4 4 1 0.0634921 1 1050 1574 0 2.9981 3 0 0.00285805
g18-g87 11 0 64 128 0 4 4 1 0.0634921 1 1057 3561 0 6.73794 23 0 0.00638062
g18-g88 11 0 64 128 0 4 4 1 0.0634921 1 1057 4028 0 7.62157 22 0 0.0072174
g18-g89 11 0 64 128 0 4 4 1 0.0634921 1 1092 2184 0 4 4 1 0.00366636
g18-g90 11 0 64 128 0 4 4 1 0.0634921 2 1430 5005 0 7 7 1 0.00489853
g18-g91 11 0 64 128 0 4 4 1 0.0634921 2 1446 3162 0 4.37344 219 0 0.0030266
g18-g92 11 0 64 128 0 4 4 1 0.0634921 3 1619 3517 0 4.34466 176 0 0.0026852
g18-g94 11 0 64 128 0 4 4 1 0.0634921 4 1860 5590 0 6.01075 9 0 0.00323333
g18-g95 11 0 64 128 0 4 4 1 0.0634921 5 2000 1396 0 1.396 11 0 0.000698349
g18-g96 11 0 64 128 0 4 4 1 0.0634921 5 2000 1657 0 1.657 13 0 0.000828914
g18-g97 11 0 64 128 0 4 4 1 0.0634921 5 2000 1685 0 1.685 11 0 0.000842921
g18-g98 11 0 64 128 0 4 4 1 0.0634921 5 2000 2573 0 2.573 14 0 0.00128714
g18-g99 11 0 64 128 0 4 4 1 0.0634921 5 2000 2575 0 2.575 14 0 0.00128814
g19-g100 11 0 64 168 0 5.25 8 0 0.0833333 5 2016 2000 0 1.98413 2 0 0.000984678
g19-g101 11 0 64 168 0 5.25 8 0 0.0833333 6 2184 6552 0 6 6 1 0.00274851
g19-g102 11 0 64 168 0 5.25 8 0 0.0833333 6 2184 8736 0 8 8 1 0.00366468
g19-g103 11 0 64 168 0 5.25 8 0 0.0833333 6 2184 13104 0 12 12 1 0.00549702
g19-g104 11 0 64 168 0 5.25 8 0 0.0833333 14 3300 6596 0 3.99758 20 0 0.00121175
g19-g105 11 0 64 168 0 5.25 8 0 0.0833333 14 3317 6617 0 3.98975 20 0 0.00120318
g19-g106 11 0 64 168 0 5.25 8 0 0.0833333 25 4493 13619 0 6.06232 25 0 0.00134958
g19-g107 11 0 64 168 0 5.25 8 0 0.0833333 25 4494 9812 0 4.36671 23 0 0.000971892
g19-g108 11 0 64 168 0 5.25 8 0 0.0833333 29 4866 10840 0 4.4554 24 0 0.000915808
g19-g109 11 0 64 168 0 5.25 8 0 0.0833333 31 5040 15120 0 6 6 1 0.00119071
g19-g110 11 0 64 168 0 5.25 8 0 0.0833333 36 5448 36105 0 13.2544 39 0 0.00243334
g19-g111 11 0 64 168 0 5.25 8 0 0.0833333 40 5757 14135 0 4.91054 25 0 0.000853117
g19-g112 11 0 64 168 0 5.25 8 0 0.0833333 54 6671 14066 0 4.21706 419 0 0.000632243
g19-g51 11 0 64 168 0 5.25 8 0 0.0833333 0 138 493 0 7.14493 71 0 0.0521528
g19-g52 11 0 64 168 0 5.25 8 0 0.0833333 0 161 356 0 4.42236 40 0 0.0276398
g19-g53 11 0 64 168 0 5.25 8 0 0.0833333 0 168 836 0 9.95238 14 0 0.0595951
g19-g54 11 0 64 168 0 5.25 8 0 0.0833333 0 256 941 0 7.35156 22 0 0.0288297
g19-g55 11 0 64 168 0 5.25 8 0 0.0833333 0 256 962 0 7.51562 15 0 0.029473
g19-g56 11 0 64 168 0 5.25 8 0 0.0833333 0 256 1000 0 7.8125 25 0 0.0306373
g19-g57 11 0 64 168 0 5.25 8 0 0.0833333 0 280 61 0 0.435714 7 0 0.0015617
g19-g61 11 0 64 168 0 5.25 8 0 0.0833333 0 331 930 0 5.61934 6 0 0.0170283
g19-g62 11 0 64 168 0 5.25 8 0 0.0833333 0 377 962 0 5.10345 103 0 0.013573
g19-g63 11 0 64 168 0 5.25 8 0 0.0833333 0 400 2860 0 14.3 26 0 0.0358396
g19-g64 11 0 64 168 0 5.25 8 0 0.0833333 0 400 9960 0 49.8 165 0 0.124812
g19-g65 11 0 64 168 0 5.25 8 0 0.0833333 0 435 2520 0 11.5862 12 0 0.0266963
g19-g67 11 0 64 168 0 5.25 8 0 0.0833333 0 462 1386 0 6 6 1 0.0130152
g19-g68 11 0 64 168 0 5.25 8 0 0.0833333 0 462 6930 0 30 30 1 0.0650759
g19-g69 11 0 64 168 0 5.25 8 0 0.0833333 0 500 1479 0 5.916 12 0 0.0118557
g19-g70 11 0 64 168 0 5.25 8 0 0.0833333 0 501 756 0 3.01796 10 0 0.00603593
g19-g71 11 0 64 168 0 5.25 8 0 0.0833333 0 501 1497 0 5.97605 18 0 0.0119521
g19-g72 11 0 64 168 0 5.25 8 0 0.0833333 0 561 147 0 0.524064 17 0 0.000935829
g19-g74 11 0 64 168 0 5.25 8 0 0.0833333 0 585 1228 0 4.19829 113 0 0.00718885
g19-g75 11 0 64 168 0 5.25 8 0 0.0833333 0 610 7438 0 24.3869 154 0 0.0400441
g19-g76 11 0 64 168 0 5.25 8 0 0.0833333 0 610 35465 0 116.279 256 0 0.190934
g19-g77 11 0 64 168 0 5.25 8 0 0.0833333 0 610 82562 0 270.695 360 0 0.444491
g19-g78 11 0 64 168 0 5.25 8 0 0.0833333 0 627 3545 0 11.3078 19 0 0.0180636
g19-g79 11 0 64 168 0 5.25 8 0 0.0833333 0 763 1902 0 4.98558 14 0 0.00654276
g19-g80 11 0 64 168 0 5.25 8 0 0.0833333 1 891 318 0 0.713805 6 0 0.000802028
g19-g81 11 0 64 168 0 5.25 8 0 0.0833333 1 1010 5994 0 11.8693 12 0 0.0117634
g19-g83 11 0 64 168 0 5.25 8 0 0.0833333 1 1024 5120 0 10 10 1 0.00977517
g19-g84 11 0 64 168 0 5.25 8 0 0.0833333 1 1024 61440 0 120 120 1 0.117302
g19-g85 11 0 64 168 0 5.25 8 0 0.0833333 1 1050 1574 0 2.9981 3 0 0.00285805
g19-g87 11 0 64 168 0 5.25 8 0 0.0833333 1 1057 3561 0 6.73794 23 0 0.00638062
g19-g88 11 0 64 168 0 5.25 8 0 0.0833333 1 1057 4028 0 7.62157 22 0 0.0072174
g19-g89 11 0 64 168 0 5.25 8 0 0.0833333 1 1092 2184 0 4 4 1 0.00366636
g19-g90 11 0 64 168 0 5.25 8 0 0.0833333 2 1430 5005 0 7 7 1 0.00489853
g19-g91 11 0 64 168 0 5.25 8 0 0.0833333 2 1446 3162 0 4.37344 219 0 0.0030266
g19-g92 11 0 64 168 0 5.25 8 0 0.0833333 3 1619 3517 0 4.34466 176 0 0.0026852
g19-g94 11 0 64 168 0 5.25 8 0 0.0833333 4 1860 5590 0 6.01075 9 0 0.00323333
g19-g95 11 0 64 168 0 5.25 8 0 0.0833333 5 2000 1396 0 1.396 11 0 0.000698349
g19-g96 11 0 64 168 0 5.25 8 0 0.0833333 5 2000 1657 0 1.657 13 0 0.000828914
g19-g97 11 0 64 168 0 5.25 8 0 0.0833333 5 2000 1685 0 1.685 11 0 0.000842921
g19-g98 11 0 64 168 0 5.25 8 0 0.0833333 5 2000 2573 0 2.573 14 0 0.00128714
g19-g99 11 0 64 168 0 5.25 8 0 0.0833333 5 2000 2575 0 2.575 14 0 0.00128814
g2-g100 11 0 10 10 0 2 2 1 0.222222 5 2016 2000 0 1.98413 2 0 0.000984678
g2-g101 11 0 10 10 0 2 2 1 0.222222 6 2184 6552 0 6 6 1 0.00274851
g2-g102 11 0 10 10 0 2 2 1 0.222222 6 2184 8736 0 8 8 1 0.00366468
g2-g103 11 0 10 10 0 2 2 1 0.222222 6 2184 13104 0 12 12 1 0.00549702
g2-g104 11 0 10 10 0 2 2 1 0.222222 14 3300 6596 0 3.99758 20 0 0.00121175
g2-g105 11 0 10 10 0 2 2 1 0.222222 14 3317 6617 0 3.98975 20 0 0.00120318
g2-g106 11 0 10 10 0 2 2 1 0.222222 25 4493 13619 0 6.06232 25 0 0.00134958
g2-g107 11 0 10 10 0 2 2 1 0.222222 25 4494 9812 0 4.36671 23 0 0.000971892
g2-g108 11 0 10 10 0 2 2 1 0.222222 29 4866 10840 0 4.4554 24 0 0.000915808
g2-g109 11 0 10 10 0 2 2 1 0.222222 31 5040 15120 0 6 6 1 0.00119071
g2-g110 11 0 10 10 0 2 2 1 0.222222 36 5448 36105 0 13.2544 39 0 0.00243334
g2-g111 11 0 10 10 0 2 2 1 0.222222 40 5757 14135 0 4.91054 25 0 0.000853117
g2-g112 11 0 10 10 0 2 2 1 0.222222 54 6671 14066 0 4.21706 419 0 0.000632243
g2-g51 11 0 10 10 0 2 2 1 0.222222 0 138 493 0 7.14493 71 0 0.0521528
g2-g52 11 0 10 10 0 2 2 1 0.222222 0 161 356 0 4.42236 40 0 0.0276398
g2-g53 11 0 10 10 0 2 2 1 0.222222 0 168 836 0 9.95238 14 0 0.0595951
g2-g54 11 0 10 10 0 2 2 1 0.222222 0 256 941 0 7.35156 22 0 0.0288297
g2-g55 11 0 10 10 0 2 2 1 0.222222 0 256 962 0 7.51562 15 0 0.029473
g2-g56 11 0 10 10 0 2 2 1 0.222222 0 256 1000 0 7.8125 25 0 0.0306373
g2-g57 11 0 10 10 0 2 2 1 0.222222 0 280 61 0 0.435714 7 0 0.0015617
g2-g61 11 0 10 10 0 2 2 1 0.222222 0 331 930 0 5.61934 6 0 0.0170283
g2-g62 11 0 10 10 0 2 2 1 0.222222 0 377 962 0 5.10345 103 0 0.013573
g2-g63 11 0 10 10 0 2 2 1 0.222222 0 400 2860 0 14.3 26 0 0.0358396
g2-g64 11 0 10 10 0 2 2 1 0.222222 0 400 9960 0 49.8 165 0 0.124812
g2-g65 11 0 10 10 0 2 2 1 0.222222 0 435 2520 0 11.5862 12 0 0.0266963
g2-g67 11 0 10 10 0 2 2 1 0.222222 0 462 1386 0 6 6 1 0.0130152
g2-g68 11 0 10 10 0 2 2 1 0.222222 0 462 6930 0 30 30 1 0.0650759
g2-g69 11 0 10 10 0 2 2 1 0.222222 0 500 1479 0 5.916 12 0 0.0118557
g2-g70 11 0 10 10 0 2 2 1 0.222222 0 501 756 0 3.01796 10 0 0.00603593
g2-g71 11 0 10 10 0 2 2 1 0.222222 0 501 1497 0 5.97605 18 0 0.0119521
g2-g72 11 0 10 10 0 2 2 1 0.222222 0 561 147 0 0.524064 17 0 0.000935829
g2-g74 11 0 10 10 0 2 2 1 0.222222 0 585 1228 0 4.19829 113 0 0.00718885
g2-g75 11 0 10 10 0 2 2 1 0.222222 0 610 7438 0 24.3869 154 0 0.0400441
g2-g76 11 0 10 10 0 2 2 1 0.222222 0 610 35465 0 116.279 256 0 0.190934
g2-g77 11 0 10 10 0 2 2 1 0.222222 0 610 82562 0 270.695 360 0 0.444491
g2-g78 11 0 10 10 0 2 2 1 0.222222 0 627 3545 0 11.3078 19 0 0.0180636
g2-g79 11 0 10 10 0 2 2 1 0.222222 0 763 1902 0 4.98558 14 0 0.00654276
g2-g80 11 0 10 10 0 2 2 1 0.222222 1 891 318 0 0.713805 6 0 0.000802028
g2-g81 11 0 10 10 0 2 2 1 0.222222 1 1010 5994 0 11.8693 12 0 0.0117634
g2-g83 11 0 10 10 0 2 2 1 0.222222 1 1024 5120 0 10 10 1 0.00977517
g2-g84 11 0 10 10 0 2 2 1 0.222222 1 1024 61440 0 120 120 1 0.117302
g2-g85 11 0 10 10 0 2 2 1 0.222222 1 1050 1574 0 2.9981 3 0 0.00285805
g2-g87 11 0 10 10 0 2 2 1 0.222222 1 1057 3561 0 6.73794 23 0 0.00638062
g2-g88 11 0 10 10 0 2 2 1 0.222222 1 1057 4028 0 7.62157 22 0 0.0072174
g2-g89 11 0 10 10 0 2 2 1 0.222222 1 1092 2184 0 4 4 1 0.00366636
g2-g90 11 0 10 10 0 2 2 1 0.222222 2 1430 5005 0 7 7 1 0.00489853
g2-g91 11 0 10 10 0 2 2 1 0.222222 2 1446 3162 0 4.37344 219 0 0.0030266
g2-g92 11 0 10 10 0 2 2 1 0.222222 3 1619 3517 0 4.34466 176 0 0.0026852
g2-g94 11 0 10 10 0 2 2 1 0.222222 4 1860 5590 0 6.01075 9 0 0.00323333
g2-g95 11 0 10 10 0 2 2 1 0.222222 5 2000 1396 0 1.396 11 0 0.000698349
g2-g96 11 0 10 10 0 2 2 1 0.222222 5 2000 1657 0 1.657 13 0 0.000828914
g2-g97 11 0 10 10 0 2 2 1 0.222222 5 2000 1685 0 1.685 11 0 0.000842921
g2-g98 11 0 10 10 0 2 2 1 0.222222 5 2000 2573 0 2.573 14 0 0.00128714
g2-g99 11 0 10 10 0 2 2 1 0.222222 5 2000 2575 0 2.575 14 0 0.00128814
g20-g100 11 0 64 728 0 22.75 27 0 0.361111 5 2016 2000 0 1.98413 2 0 0.000984678
g20-g101 11 0 64 728 0 22.75 27 0 0.361111 6 2184 6552 0 6 6 1 0.00274851
g20-g102 11 0 64 728 0 22.75 27 0 0.361111 6 2184 8736 0 8 8 1 0.00366468
g20-g103 11 0 64 728 0 22.75 27 0 0.361111 6 2184 13104 0 12 12 1 0.00549702
g20-g104 11 0 64 728 0 22.75 27 0 0.361111 14 3300 6596 0 3.99758 20 0 0.00121175
g20-g105 11 0 64 728 0 22.75 27 0 0.361111 14 3317 6617 0 3.98975 20 0 0.00120318
g20-g106 11 0 64 728 0 22.75 27 0 0.361111 25 4493 13619 0 6.06232 25 0 0.00134958
g20-g107 11 0 64 728 0 22.75 27 0 0.361111 25 4494 9812 0 4.36671 23 0 0.000971892
g20-g108 11 0 64 728 0 22.75 27 0 0.361111 29 4866 10840 0 4.4554 24 0 0.000915808
g20-g109 11 0 64 728 0 22.75 27 0 0.361111 31 5040 15120 0 6 6 1 0.00119071
g20-g110 11 0 64 728 0 22.75 27 0 0.361111 36 5448 36105 0 13.2544 39 0 0.00243334
g20-g111 11 0 64 728 0 22.75 27 0 0.361111 40 5757 14135 0 4.91054 25 0 0.000853117
g20-g112 11 0 64 728 0 22.75 27 0 0.361111 54 6671 14066 0 4.21706 419 0 0.000632243
g20-g51 11 0 64 728 0 22.75 27 0 0.361111 0 138 493 0 7.14493 71 0 0.0521528
g20-g52 11 0 64 728 0 22.75 27 0 0.361111 0 161 356 0 4.42236 40 0 0.0276398
g20-g53 11 0 64 728 0 22.75 27 0 0.361111 0 168 836 0 9.95238 14 0 0.0595951
g20-g54 11 0 64 728 0 22.75 27 0 0.361111 0 256 941 0 7.35156 22 0 0.0288297
g20-g55 11 0 64 728 0 22.75 27 0 0.361111 0 256 962 0 7.51562 15 0 0.029473
g20-g56 11 0 64 728 0 22.75 27 0 0.361111 0 256 1000 0 7.8125 25 0 0.0306373
g20-g57 11 0 64 728 0 22.75 27 0 0.361111 0 280 61 0 0.435714 7 0 0.0015617
g20-g61 11 0 64 728 0 22.75 27 0 0.361111 0 331 930 0 5.61934 6 0 0.0170283
g20-g62 11 0 64 728 0 22.75 27 0 0.361111 0 377 962 0 5.10345 103 0 0.013573
g20-g63 11 0 64 728 0 22.75 27 0 0.361111 0 400 2860 0 14.3 26 0 0.0358396
g20-g64 11 0 64 728 0 22.75 27 0 0.361111 0 400 9960 0 49.8 165 0 0.124812
g20-g65 11 0 64 728 0 22.75 27 0 0.361111 0 435 2520 0 11.5862 12 0 0.0266963
g20-g67 11 0 64 728 0 22.75 27 0 0.361111 0 462 1386 0 6 6 1 0.0130152
g20-g68 11 0 64 728 0 22.75 27 0 0.361111 0 462 6930 0 30 30 1 0.0650759
g20-g69 11 0 64 728 0 22.75 27 0 0.361111 0 500 1479 0 5.916 12 0 0.0118557
g20-g70 11 0 64 728 0 22.75 27 0 0.361111 0 501 756 0 3.01796 10 0 0.00603593
g20-g71 11 0 64 728 0 22.75 27 0 0.361111 0 501 1497 0 5.97605 18 0 0.0119521
g20-g72 11 0 64 728 0 22.75 27 0 0.361111 0 561 147 0 0.524064 17 0 0.000935829
g20-g74 11 0 64 728 0 22.75 27 0 0.361111 0 585 1228 0 4.19829 113 0 0.00718885
g20-g75 11 0 64 728 0 22.75 27 0 0.361111 0 610 7438 0 24.3869 154 0 0.0400441
g20-g76 11 0 64 728 0 22.75 27 0 0.361111 0 610 35465 0 116.279 256 0 0.190934
g20-g77 11 0 64 728 0 22.75 27 0 0.361111 0 610 82562 0 270.695 360 0 0.444491
g20-g78 11 0 64 728 0 22.75 27 0 0.361111 0 627 3545 0 11.3078 19 0 0.0180636
g20-g79 11 0 64 728 0 22.75 27 0 0.361111 0 763 1902 0 4.98558 14 0 0.00654276
g20-g80 11 0 64 728 0 22.75 27 0 0.361111 1 891 318 0 0.713805 6 0 0.000802028
g20-g81 11 0 64 728 0 22.75 27 0 0.361111 1 1010 5994 0 11.8693 12 0 0.0117634
g20-g83 11 0 64 728 0 22.75 27 0 0.361111 1 1024 5120 0 10 10 1 0.00977517
g20-g84 11 0 64 728 0 22.75 27 0 0.361111 1 1024 61440 0 120 120 1 0.117302
g20-g85 11 0 64 728 0 22.75 27 0 0.361111 1 1050 1574 0 2.9981 3 0 0.00285805
g20-g87 11 0 64 728 0 22.75 27 0 0.361111 1 1057 3561 0 6.73794 23 0 0.00638062
g20-g88 11 0 64 728 0 22.75 27 0 0.361111 1 1057 4028 0 7.62157 22 0 0.0072174
g20-g89 11 0 64 728 0 22.75 27 0 0.361111 1 1092 2184 0 4 4 1 0.00366636
g20-g90 11 0 64 728 0 22.75 27 0 0.361111 2 1430 5005 0 7 7 1 0.00489853
g20-g91 11 0 64 728 0 22.75 27 0 0.361111 2 1446 3162 0 4.37344 219 0 0.0030266
g20-g92 11 0 64 728 0 22.75 27 0 0.361111 3 1619 3517 0 4.34466 176 0 0.0026852
g20-g94 11 0 64 728 0 22.75 27 0 0.361111 4 1860 5590 0 6.01075 9 0 0.00323333
g20-g95 11 0 64 728 0 22.75 27 0 0.361111 5 2000 1396 0 1.396 11 0 0.000698349
g20-g96 11 0 64 728 0 22.75 27 0 0.361111 5 2000 1657 0 1.657 13 0 0.000828914
g20-g97 11 0 64 728 0 22.75 27 0 0.361111 5 2000 1685 0 1.685 11 0 0.000842921
g20-g98 11 0 64 728 0 22.75 27 0 0.361111 5 2000 2573 0 2.573 14 0 0.00128714
g20-g99 11 0 64 728 0 22.75 27 0 0.361111 5 2000 2575 0 2.575 14 0 0.00128814
g21-g100 11 0 64 1848 0 57.75 61 0 0.916667 5 2016 2000 0 1.98413 2 0 0.000984678
g21-g101 11 0 64 1848 0 57.75 61 0 0.916667 6 2184 6552 0 6 6 1 0.00274851
g21-g102 11 0 64 1848 0 57.75 61 0 0.916667 6 2184 8736 0 8 8 1 0.00366468
g21-g103 11 0 64 1848 0 57.75 61 0 0.916667 6 2184 13104 0 12 12 1 0.00549702
g21-g104 11 0 64 1848 0 57.75 61 0 0.916667 14 3300 6596 0 3.99758 20 0 0.00121175
g21-g105 11 0 64 1848 0 57.75 61 0 0.916667 14 3317 6617 0 3.98975 20 0 0.00120318
g21-g106 11 0 64 1848 0 57.75 61 0 0.916667 26 4493 13619 0 6.06232 25 0 0.00134958
g21-g107 11 0 64 1848 0 57.75 61 0 0.916667 26 4494 9812 0 4.36671 23 0 0.000971892
g21-g108 11 0 64 1848 0 57.75 61 0 0.916667 30 4866 10840 0 4.4554 24 0 0.000915808
g21-g109 11 0 64 1848 0 57.75 61 0 0.916667 33 5040 15120 0 6 6 1 0.00119071
g21-g110 11 0 64 1848 0 57.75 61 0 0.916667 38 5448 36105 0 13.2544 39 0 0.00243334
g21-g111 11 0 64 1848 0 57.75 61 0 0.916667 42 5757 14135 0 4.91054 25 0 0.000853117
g21-g112 11 0 64 1848 0 57.75 61 0 0.916667 54 6671 14066 0 4.21706 419 0 0.000632243
g21-g51 11 0 64 1848 0 57.75 61 0 0.916667 0 138 493 0 7.14493 71 0 0.0521528
g21-g52 11 0 64 1848 0 57.75 61 0 0.916667 0 161 356 0 4.42236 40 0 0.0276398
g21-g53 11 0 64 1848 0 57.75 61 0 0.916667 0 168 836 0 9.95238 14 0 0.0595951
g21-g54 11 0 64 1848 0 57.75 61 0 0.916667 0 256 941 0 7.35156 22 0 0.0288297
g21-g55 11 0 64 1848 0 57.75 61 0 0.916667 0 256 962 0 7.51562 15 0 0.029473
g21-g56 11 0 64 1848 0 57.75 61 0 0.916667 0 256 1000 0 7.8125 25 0 0.0306373
g21-g57 11 0 64 1848 0 57.75 61 0 0.916667 0 280 61 0 0.435714 7 0 0.0015617
g21-g61 11 0 64 1848 0 57.75 61 0 0.916667 0 331 930 0 5.61934 6 0 0.0170283
g21-g62 11 0 64 1848 0 57.75 61 0 0.916667 0 377 962 0 5.10345 103 0 0.013573
g21-g63 11 0 64 1848 0 57.75 61 0 0.916667 0 400 2860 0 14.3 26 0 0.0358396
g21-g64 11 0 64 1848 0 57.75 61 0 0.916667 0 400 9960 0 49.8 165 0 0.124812
g21-g65 11 0 64 1848 0 57.75 61 0 0.916667 0 435 2520 0 11.5862 12 0 0.0266963
g21-g67 11 0 64 1848 0 57.75 61 0 0.916667 0 462 1386 0 6 6 1 0.0130152
g21-g68 11 0 64 1848 0 57.75 61 0 0.916667 0 462 6930 0 30 30 1 0.0650759
g21-g69 11 0 64 1848 0 57.75 61 0 0.916667 0 500 1479 0 5.916 12 0 0.0118557
g21-g70 11 0 64 1848 0 57.75 61 0 0.916667 0 501 756 0 3.01796 10 0 0.00603593
g21-g71 11 0 64 1848 0 57.75 61 0 0.916667 0 501 1497 0 5.97605 18 0 0.0119521
g21-g72 11 0 64 1848 0 57.75 61 0 0.916667 0 561 147 0 0.524064 17 0 0.000935829
g21-g74 11 0 64 1848 0 57.75 61 0 0.916667 0 585 1228 0 4.19829 113 0 0.00718885
g21-g75 11 0 64 1848 0 57.75 61 0 0.916667 0 610 7438 0 24.3869 154 0 0.0400441
g21-g76 11 0 64 1848 0 57.75 61 0 0.916667 0 610 35465 0 116.279 256 0 0.190934
g21-g77 11 0 64 1848 0 57.75 61 0 0.916667 0 610 82562 0 270.695 360 0 0.444491
g21-g78 11 0 64 1848 0 57.75 61 0 0.916667 0 627 3545 0 11.3078 19 0 0.0180636
g21-g79 11 0 64 1848 0 57.75 61 0 0.916667 0 763 1902 0 4.98558 14 0 0.00654276
g21-g80 11 0 64 1848 0 57.75 61 0 0.916667 1 891 318 0 0.713805 6 0 0.000802028
g21-g81 11 0 64 1848 0 57.75 61 0 0.916667 1 1010 5994 0 11.8693 12 0 0.0117634
g21-g83 11 0 64 1848 0 57.75 61 0 0.916667 1 1024 5120 0 10 10 1 0.00977517
g21-g84 11 0 64 1848 0 57.75 61 0 0.916667 1 1024 61440 0 120 120 1 0.117302
g21-g85 11 0 64 1848 0 57.75 61 0 0.916667 1 1050 1574 0 2.9981 3 0 0.00285805
g21-g87 11 0 64 1848 0 57.75 61 0 0.916667 1 1057 3561 0 6.73794 23 0 0.00638062
g21-g88 11 0 64 1848 0 57.75 61 0 0.916667 1 1057 4028 0 7.62157 22 0 0.0072174
g21-g89 11 0 64 1848 0 57.75 61 0 0.916667 1 1092 2184 0 4 4 1 0.00366636
g21-g90 11 0 64 1848 0 57.75 61 0 0.916667 2 1430 5005 0 7 7 1 0.00489853
g21-g91 11 0 64 1848 0 57.75 61 0 0.916667 2 1446 3162 0 4.37344 219 0 0.0030266
g21-g92 11 0 64 1848 0 57.75 61 0 0.916667 3 1619 3517 0 4.34466 176 0 0.0026852
g21-g94 11 0 64 1848 0 57.75 61 0 0.916667 4 1860 5590 0 6.01075 9 0 0.00323333
g21-g95 11 0 64 1848 0 57.75 61 0 0.916667 5 2000 1396 0 1.396 11 0 0.000698349
g21-g96 11 0 64 1848 0 57.75 61 0 0.916667 5 2000 1657 0 1.657 13 0 0.000828914
g21-g97 11 0 64 1848 0 57.75 61 0 0.916667 5 2000 1685 0 1.685 11 0 0.000842921
g21-g98 11 0 64 1848 0 57.75 61 0 0.916667 5 2000 2573 0 2.573 14 0 0.00128714
g21-g99 11 0 64 1848 0 57.75 61 0 0.916667 5 2000 2575 0 2.575 14 0 0.00128814
g22-g100 11 0 67 224 0 6.68657 11 0 0.101312 5 2016 2000 0 1.98413 2 0 0.000984678
g22-g101 11 0 67 224 0 6.68657 11 0 0.101312 6 2184 6552 0 6 6 1 0.00274851
g22-g102 11 0 67 224 0 6.68657 11 0 0.101312 5 2184 8736 0 8 8 1 0.00366468
g22-g103 11 0 67 224 0 6.68657 11 0 0.101312 6 2184 13104 0 12 12 1 0.00549702
g22-g104 11 0 67 224 0 6.68657 11 0 0.101312 14 3300 6596 0 3.99758 20 0 0.00121175
g22-g105 11 0 67 224 0 6.68657 11 0 0.101312 14 3317 6617 0 3.98975 20 0 0.00120318
g22-g106 11 0 67 224 0 6.68657 11 0 0.101312 25 4493 13619 0 6.06232 25 0 0.00134958
g22-g107 11 0 67 224 0 6.68657 11 0 0.101312 25 4494 9812 0 4.36671 23 0 0.000971892
g22-g108 11 0 67 224 0 6.68657 11 0 0.101312 29 4866 10840 0 4.4554 24 0 0.000915808
g22-g109 11 0 67 224 0 6.68657 11 0 0.101312 31 5040 15120 0 6 6 1 0.00119071
g22-g110 11 0 67 224 0 6.68657 11 0 0.101312 36 5448 36105 0 13.2544 39 0 0.00243334
g22-g111 11 0 67 224 0 6.68657 11 0 0.101312 40 5757 14135 0 4.91054 25 0 0.000853117
g22-g112 11 0 67 224 0 6.68657 11 0 0.101312 55 6671 14066 0 4.21706 419 0 0.000632243
g22-g51 11 0 67 224 0 6.68657 11 0 0.101312 0 138 493 0 7.14493 71 0 0.0521528
g22-g52 11 0 67 224 0 6.68657 11 0 0.101312 0 161 356 0 4.42236 40 0 0.0276398
g22-g53 11 0 67 224 0 6.68657 11 0 0.101312 0 168 836 0 9.95238 14 0 0.0595951
g22-g54 11 0 67 224 0 6.68657 11 0 0.101312 0 256 941 0 7.35156 22 0 0.0288297
g22-g55 11 0 67 224 0 6.68657 11 0 0.101312 0 256 962 0 7.51562 15 0 0.029473
g22-g56 11 0 67 224 0 6.68657 11 0 0.101312 0 256 1000 0 7.8125 25 0 0.0306373
g22-g57 11 0 67 224 0 6.68657 11 0 0.101312 0 280 61 0 0.435714 7 0 0.0015617
g22-g61 11 0 67 224 0 6.68657 11 0 0.101312 0 331 930 0 5.61934 6 0 0.0170283
g22-g62 11 0 67 224 0 6.68657 11 0 0.101312 0 377 962 0 5.10345 103 0 0.013573
