instance family pattern-time pattern-isconnected pattern-meandistance pattern-maxdistance pattern-proportiondistancege2 pattern-proportiondistancege3 pattern-proportiondistancege4 target-time target-isconnected target-meandistance target-maxdistance target-proportiondistancege2 target-proportiondistancege3 target-proportiondistancege4
g17-g76 11 0 1 5.33333 14 0.929688 0.834961 0.713867 155 0 2.12389 4 0.749643 0.288019 0.0190863
g17-g77 11 0 1 5.33333 14 0.929688 0.834961 0.713867 318 1 1.59555 3 0.554598 0.0399785 0
g17-g78 11 0 1 5.33333 14 0.929688 0.834961 0.713867 67 1 4.8729 19 0.98037 0.898555 0.717637
g17-g79 11 0 1 5.33333 14 0.929688 0.834961 0.713867 42 1 5.61555 8 0.992155 0.958017 0.895448
g17-g80 11 0 1 5.33333 14 0.929688 0.834961 0.713867 21 0 5.91067 15 0.00703884 0.00635864 0.00571874
g17-g81 11 0 1 5.33333 14 0.929688 0.834961 0.713867 208 1 3.06555 5 0.987258 0.866376 0.209844
g17-g83 11 0 1 5.33333 14 0.929688 0.834961 0.713867 163 1 5.00489 10 0.989258 0.945312 0.828125
g17-g84 11 0 1 5.33333 14 0.929688 0.834961 0.713867 792 1 2.35582 4 0.881836 0.427734 0.0449219
g17-g85 11 0 1 5.33333 14 0.929688 0.834961 0.713867 88 1 8.09967 13 0.996192 0.990485 0.979142
g17-g87 11 0 1 5.33333 14 0.929688 0.834961 0.713867 129 0 5.16013 12 0.983245 0.939526 0.853035
g17-g88 11 0 1 5.33333 14 0.929688 0.834961 0.713867 141 0 5.66995 14 0.988064 0.947504 0.864237
g17-g89 11 0 1 5.33333 14 0.929688 0.834961 0.713867 110 1 5.7791 8 0.995421 0.984432 0.951465
g17-g90 11 0 1 5.33333 14 0.929688 0.834961 0.713867 265 1 6.00551 11 0.994406 0.974825 0.92028
g17-g91 11 0 1 5.33333 14 0.929688 0.834961 0.713867 164 1 6.394 18 0.996284 0.964252 0.883107
g17-g92 11 0 1 5.33333 14 0.929688 0.834961 0.713867 228 1 6.96525 17 0.996699 0.975941 0.922645
g17-g94 11 0 1 5.33333 14 0.929688 0.834961 0.713867 467 1 7.67313 16 0.996231 0.985283 0.958354
g17-g95 11 0 1 5.33333 14 0.929688 0.834961 0.713867 151 0 13.1693 36 0.068187 0.067156 0.0656085
g17-g96 11 0 1 5.33333 14 0.929688 0.834961 0.713867 176 0 13.4234 41 0.145044 0.143656 0.141219
g17-g97 11 0 1 5.33333 14 0.929688 0.834961 0.713867 178 0 15.947 47 0.160597 0.159242 0.156982
g17-g98 11 0 1 5.33333 14 0.929688 0.834961 0.713867 267 0 12.7987 36 0.351012 0.348286 0.342952
g17-g99 11 0 1 5.33333 14 0.929688 0.834961 0.713867 267 0 12.8334 36 0.350418 0.34769 0.342357
g18-g100 11 0 1 4.06349 8 0.921875 0.796875 0.609375 131 0 1.33155 2 0.000488158 0 0
g18-g101 11 0 1 4.06349 8 0.921875 0.796875 0.609375 706 1 4.83463 7 0.996795 0.983059 0.914377
g18-g102 11 0 1 4.06349 8 0.921875 0.796875 0.609375 826 1 4.25744 6 0.995879 0.970238 0.820971
g18-g103 11 0 1 4.06349 8 0.921875 0.796875 0.609375 1142 1 3.73065 6 0.994048 0.933608 0.61859
g18-g104 11 0 1 4.06349 8 0.921875 0.796875 0.609375 1345 0 8.83072 28 0.517559 0.513402 0.501871
g18-g105 11 0 1 4.06349 8 0.921875 0.796875 0.609375 1403 0 8.82651 28 0.51486 0.51073 0.499268
g18-g106 11 0 1 4.06349 8 0.921875 0.796875 0.609375 4969 1 8.34333 29 0.998428 0.992345 0.971973
g18-g107 11 0 1 4.06349 8 0.921875 0.796875 0.609375 2974 0 8.56683 25 0.553997 0.550267 0.538928
g18-g108 11 0 1 4.06349 8 0.921875 0.796875 0.609375 3673 0 8.55453 27 0.579695 0.576075 0.564798
g18-g109 11 0 1 4.06349 8 0.921875 0.796875 0.609375 4230 1 10.5021 21 0.998611 0.994643 0.984921
g18-g110 11 0 1 4.06349 8 0.921875 0.796875 0.609375 9858 1 5.67628 16 0.997384 0.977723 0.912432
g18-g111 11 0 1 4.06349 8 0.921875 0.796875 0.609375 5703 0 8.34249 29 0.608189 0.604462 0.592038
g18-g112 11 0 1 4.06349 8 0.921875 0.796875 0.609375 5971 1 9.66358 26 0.999218 0.990909 0.966094
g18-g51 11 0 1 4.06349 8 0.921875 0.796875 0.609375 1 1 2.44843 5 0.940979 0.453896 0.0384373
g18-g52 11 0 1 4.06349 8 0.921875 0.796875 0.609375 1 0 3.3828 8 0.857992 0.650361 0.44435
g18-g53 11 0 1 4.06349 8 0.921875 0.796875 0.609375 2 1 2.77816 5 0.934807 0.660998 0.170068
g18-g54 11 0 1 4.06349 8 0.921875 0.796875 0.609375 5 0 3.11824 6 0.839233 0.653748 0.293427
g18-g55 11 0 1 4.06349 8 0.921875 0.796875 0.609375 5 1 3.16562 6 0.966736 0.788788 0.359772
g18-g56 11 0 1 4.06349 8 0.921875 0.796875 0.609375 5 0 3.07479 6 0.859406 0.6586 0.283356
g18-g57 11 0 1 4.06349 8 0.921875 0.796875 0.609375 1 0 1.21795 2 0.000433673 0 0
g18-g61 11 0 1 4.06349 8 0.921875 0.796875 0.609375 5 1 9.57583 20 0.980002 0.948294 0.904044
g18-g62 11 0 1 4.06349 8 0.921875 0.796875 0.609375 8 1 3.58877 8 0.98381 0.789438 0.529125
g18-g63 11 0 1 4.06349 8 0.921875 0.796875 0.609375 23 1 3.46867 7 0.96175 0.7955 0.485625
g18-g64 11 0 1 4.06349 8 0.921875 0.796875 0.609375 51 1 2.23575 4 0.873 0.334475 0.0251875
g18-g65 11 0 1 4.06349 8 0.921875 0.796875 0.609375 27 1 2.72983 4 0.971066 0.725961 0.0288228
g18-g67 11 0 1 4.06349 8 0.921875 0.796875 0.609375 13 1 4.10195 5 0.984848 0.919913 0.757576
g18-g68 11 0 1 4.06349 8 0.921875 0.796875 0.609375 57 1 2.73319 5 0.9329 0.608225 0.175325
g18-g69 11 0 1 4.06349 8 0.921875 0.796875 0.609375 22 1 8.2421 16 0.986168 0.959528 0.915912
g18-g70 11 0 1 4.06349 8 0.921875 0.796875 0.609375 17 0 10.4096 21 0.929207 0.916905 0.897128
g18-g71 11 0 1 4.06349 8 0.921875 0.796875 0.609375 21 1 7.14825 13 0.986076 0.958171 0.908729
g18-g72 11 0 1 4.06349 8 0.921875 0.796875 0.609375 8 0 3.11838 8 0.0127542 0.00960851 0.00505845
g18-g74 11 0 1 4.06349 8 0.921875 0.796875 0.609375 20 1 3.55758 4 0.991114 0.816802 0.745293
g18-g75 11 0 1 4.06349 8 0.921875 0.796875 0.609375 33 0 2.58237 7 0.391094 0.220263 0.0605697
g18-g76 11 0 1 4.06349 8 0.921875 0.796875 0.609375 155 0 2.12389 4 0.749643 0.288019 0.0190863
g18-g77 11 0 1 4.06349 8 0.921875 0.796875 0.609375 318 1 1.59555 3 0.554598 0.0399785 0
g18-g78 11 0 1 4.06349 8 0.921875 0.796875 0.609375 67 1 4.8729 19 0.98037 0.898555 0.717637
g18-g79 11 0 1 4.06349 8 0.921875 0.796875 0.609375 43 1 5.61555 8 0.992155 0.958017 0.895448
g18-g80 11 0 1 4.06349 8 0.921875 0.796875 0.609375 22 0 5.91067 15 0.00703884 0.00635864 0.00571874
g18-g81 11 0 1 4.06349 8 0.921875 0.796875 0.609375 204 1 3.06555 5 0.987258 0.866376 0.209844
g18-g83 11 0 1 4.06349 8 0.921875 0.796875 0.609375 162 1 5.00489 10 0.989258 0.945312 0.828125
g18-g84 11 0 1 4.06349 8 0.921875 0.796875 0.609375 789 1 2.35582 4 0.881836 0.427734 0.0449219
g18-g85 11 0 1 4.06349 8 0.921875 0.796875 0.609375 88 1 8.09967 13 0.996192 0.990485 0.979142
g18-g87 11 0 1 4.06349 8 0.921875 0.796875 0.609375 128 0 5.16013 12 0.983245 0.939526 0.853035
g18-g88 11 0 1 4.06349 8 0.921875 0.796875 0.609375 143 0 5.66995 14 0.988064 0.947504 0.864237
g18-g89 11 0 1 4.06349 8 0.921875 0.796875 0.609375 110 1 5.7791 8 0.995421 0.984432 0.951465
g18-g90 11 0 1 4.06349 8 0.921875 0.796875 0.609375 264 1 6.00551 11 0.994406 0.974825 0.92028
g18-g91 11 0 1 4.06349 8 0.921875 0.796875 0.609375 163 1 6.394 18 0.996284 0.964252 0.883107
g18-g92 11 0 1 4.06349 8 0.921875 0.796875 0.609375 228 1 6.96525 17 0.996699 0.975941 0.922645
g18-g94 11 0 1 4.06349 8 0.921875 0.796875 0.609375 470 1 7.67313 16 0.996231 0.985283 0.958354
g18-g95 11 0 1 4.06349 8 0.921875 0.796875 0.609375 150 0 13.1693 36 0.068187 0.067156 0.0656085
g18-g96 11 0 1 4.06349 8 0.921875 0.796875 0.609375 178 0 13.4234 41 0.145044 0.143656 0.141219
g18-g97 11 0 1 4.06349 8 0.921875 0.796875 0.609375 181 0 15.947 47 0.160597 0.159242 0.156982
g18-g98 11 0 1 4.06349 8 0.921875 0.796875 0.609375 265 0 12.7987 36 0.351012 0.348286 0.342952
g18-g99 11 0 1 4.06349 8 0.921875 0.796875 0.609375 267 0 12.8334 36 0.350418 0.34769 0.342357
g19-g100 11 0 1 2.87897 6 0.902344 0.638672 0.263672 130 0 1.33155 2 0.000488158 0 0
g19-g101 11 0 1 2.87897 6 0.902344 0.638672 0.263672 702 1 4.83463 7 0.996795 0.983059 0.914377
g19-g102 11 0 1 2.87897 6 0.902344 0.638672 0.263672 830 1 4.25744 6 0.995879 0.970238 0.820971
g19-g103 11 0 1 2.87897 6 0.902344 0.638672 0.263672 1137 1 3.73065 6 0.994048 0.933608 0.61859
g19-g104 11 0 1 2.87897 6 0.902344 0.638672 0.263672 1395 0 8.83072 28 0.517559 0.513402 0.501871
g19-g105 11 0 1 2.87897 6 0.902344 0.638672 0.263672 1353 0 8.82651 28 0.51486 0.51073 0.499268
g19-g106 11 0 1 2.87897 6 0.902344 0.638672 0.263672 4938 1 8.34333 29 0.998428 0.992345 0.971973
g19-g107 11 0 1 2.87897 6 0.902344 0.638672 0.263672 2980 0 8.56683 25 0.553997 0.550267 0.538928
g19-g108 11 0 1 2.87897 6 0.902344 0.638672 0.263672 3604 0 8.55453 27 0.579695 0.576075 0.564798
g19-g109 11 0 1 2.87897 6 0.902344 0.638672 0.263672 4227 1 10.5021 21 0.998611 0.994643 0.984921
g19-g110 11 0 1 2.87897 6 0.902344 0.638672 0.263672 9790 1 5.67628 16 0.997384 0.977723 0.912432
g19-g111 11 0 1 2.87897 6 0.902344 0.638672 0.263672 5704 0 8.34249 29 0.608189 0.604462 0.592038
g19-g112 11 0 1 2.87897 6 0.902344 0.638672 0.263672 5993 1 9.66358 26 0.999218 0.990909 0.966094
g19-g51 11 0 1 2.87897 6 0.902344 0.638672 0.263672 1 1 2.44843 5 0.940979 0.453896 0.0384373
g19-g52 11 0 1 2.87897 6 0.902344 0.638672 0.263672 1 0 3.3828 8 0.857992 0.650361 0.44435
g19-g53 11 0 1 2.87897 6 0.902344 0.638672 0.263672 2 1 2.77816 5 0.934807 0.660998 0.170068
g19-g54 11 0 1 2.87897 6 0.902344 0.638672 0.263672 5 0 3.11824 6 0.839233 0.653748 0.293427
g19-g55 11 0 1 2.87897 6 0.902344 0.638672 0.263672 5 1 3.16562 6 0.966736 0.788788 0.359772
g19-g56 11 0 1 2.87897 6 0.902344 0.638672 0.263672 5 0 3.07479 6 0.859406 0.6586 0.283356
g19-g57 11 0 1 2.87897 6 0.902344 0.638672 0.263672 1 0 1.21795 2 0.000433673 0 0
g19-g61 11 0 1 2.87897 6 0.902344 0.638672 0.263672 5 1 9.57583 20 0.980002 0.948294 0.904044
g19-g62 11 0 1 2.87897 6 0.902344 0.638672 0.263672 8 1 3.58877 8 0.98381 0.789438 0.529125
g19-g63 11 0 1 2.87897 6 0.902344 0.638672 0.263672 23 1 3.46867 7 0.96175 0.7955 0.485625
g19-g64 11 0 1 2.87897 6 0.902344 0.638672 0.263672 51 1 2.23575 4 0.873 0.334475 0.0251875
g19-g65 11 0 1 2.87897 6 0.902344 0.638672 0.263672 27 1 2.72983 4 0.971066 0.725961 0.0288228
g19-g67 11 0 1 2.87897 6 0.902344 0.638672 0.263672 12 1 4.10195 5 0.984848 0.919913 0.757576
g19-g68 11 0 1 2.87897 6 0.902344 0.638672 0.263672 56 1 2.73319 5 0.9329 0.608225 0.175325
g19-g69 11 0 1 2.87897 6 0.902344 0.638672 0.263672 22 1 8.2421 16 0.986168 0.959528 0.915912
g19-g70 11 0 1 2.87897 6 0.902344 0.638672 0.263672 17 0 10.4096 21 0.929207 0.916905 0.897128
g19-g71 11 0 1 2.87897 6 0.902344 0.638672 0.263672 22 1 7.14825 13 0.986076 0.958171 0.908729
g19-g72 11 0 1 2.87897 6 0.902344 0.638672 0.263672 7 0 3.11838 8 0.0127542 0.00960851 0.00505845
g19-g74 11 0 1 2.87897 6 0.902344 0.638672 0.263672 19 1 3.55758 4 0.991114 0.816802 0.745293
g19-g75 11 0 1 2.87897 6 0.902344 0.638672 0.263672 32 0 2.58237 7 0.391094 0.220263 0.0605697
g19-g76 11 0 1 2.87897 6 0.902344 0.638672 0.263672 154 0 2.12389 4 0.749643 0.288019 0.0190863
g19-g77 11 0 1 2.87897 6 0.902344 0.638672 0.263672 318 1 1.59555 3 0.554598 0.0399785 0
g19-g78 11 0 1 2.87897 6 0.902344 0.638672 0.263672 66 1 4.8729 19 0.98037 0.898555 0.717637
g19-g79 11 0 1 2.87897 6 0.902344 0.638672 0.263672 42 1 5.61555 8 0.992155 0.958017 0.895448
g19-g80 11 0 1 2.87897 6 0.902344 0.638672 0.263672 22 0 5.91067 15 0.00703884 0.00635864 0.00571874
g19-g81 11 0 1 2.87897 6 0.902344 0.638672 0.263672 209 1 3.06555 5 0.987258 0.866376 0.209844
g19-g83 11 0 1 2.87897 6 0.902344 0.638672 0.263672 164 1 5.00489 10 0.989258 0.945312 0.828125
g19-g84 11 0 1 2.87897 6 0.902344 0.638672 0.263672 788 1 2.35582 4 0.881836 0.427734 0.0449219
g19-g85 11 0 1 2.87897 6 0.902344 0.638672 0.263672 88 1 8.09967 13 0.996192 0.990485 0.979142
g19-g87 11 0 1 2.87897 6 0.902344 0.638672 0.263672 129 0 5.16013 12 0.983245 0.939526 0.853035
g19-g88 11 0 1 2.87897 6 0.902344 0.638672 0.263672 142 0 5.66995 14 0.988064 0.947504 0.864237
g19-g89 11 0 1 2.87897 6 0.902344 0.638672 0.263672 112 1 5.7791 8 0.995421 0.984432 0.951465
g19-g90 11 0 1 2.87897 6 0.902344 0.638672 0.263672 263 1 6.00551 11 0.994406 0.974825 0.92028
g19-g91 11 0 1 2.87897 6 0.902344 0.638672 0.263672 163 1 6.394 18 0.996284 0.964252 0.883107
g19-g92 11 0 1 2.87897 6 0.902344 0.638672 0.263672 234 1 6.96525 17 0.996699 0.975941 0.922645
g19-g94 11 0 1 2.87897 6 0.902344 0.638672 0.263672 486 1 7.67313 16 0.996231 0.985283 0.958354
g19-g95 11 0 1 2.87897 6 0.902344 0.638672 0.263672 146 0 13.1693 36 0.068187 0.067156 0.0656085
g19-g96 11 0 1 2.87897 6 0.902344 0.638672 0.263672 174 0 13.4234 41 0.145044 0.143656 0.141219
g19-g97 11 0 1 2.87897 6 0.902344 0.638672 0.263672 180 0 15.947 47 0.160597 0.159242 0.156982
g19-g98 11 0 1 2.87897 6 0.902344 0.638672 0.263672 271 0 12.7987 36 0.351012 0.348286 0.342952
g19-g99 11 0 1 2.87897 6 0.902344 0.638672 0.263672 268 0 12.8334 36 0.350418 0.34769 0.342357
g2-g100 11 0 1 2.77778 5 0.7 0.5 0.3 132 0 1.33155 2 0.000488158 0 0
g2-g101 11 0 1 2.77778 5 0.7 0.5 0.3 703 1 4.83463 7 0.996795 0.983059 0.914377
g2-g102 11 0 1 2.77778 5 0.7 0.5 0.3 827 1 4.25744 6 0.995879 0.970238 0.820971
g2-g103 11 0 1 2.77778 5 0.7 0.5 0.3 1142 1 3.73065 6 0.994048 0.933608 0.61859
g2-g104 11 0 1 2.77778 5 0.7 0.5 0.3 1395 0 8.83072 28 0.517559 0.513402 0.501871
g2-g105 11 0 1 2.77778 5 0.7 0.5 0.3 1401 0 8.82651 28 0.51486 0.51073 0.499268
g2-g106 11 0 1 2.77778 5 0.7 0.5 0.3 4940 1 8.34333 29 0.998428 0.992345 0.971973
g2-g107 11 0 1 2.77778 5 0.7 0.5 0.3 2988 0 8.56683 25 0.553997 0.550267 0.538928
g2-g108 11 0 1 2.77778 5 0.7 0.5 0.3 3675 0 8.55453 27 0.579695 0.576075 0.564798
g2-g109 11 0 1 2.77778 5 0.7 0.5 0.3 4218 1 10.5021 21 0.998611 0.994643 0.984921
g2-g110 11 0 1 2.77778 5 0.7 0.5 0.3 9952 1 5.67628 16 0.997384 0.977723 0.912432
g2-g111 11 0 1 2.77778 5 0.7 0.5 0.3 5765 0 8.34249 29 0.608189 0.604462 0.592038
g2-g112 11 0 1 2.77778 5 0.7 0.5 0.3 5976 1 9.66358 26 0.999218 0.990909 0.966094
g2-g51 11 0 1 2.77778 5 0.7 0.5 0.3 1 1 2.44843 5 0.940979 0.453896 0.0384373
g2-g52 11 0 1 2.77778 5 0.7 0.5 0.3 1 0 3.3828 8 0.857992 0.650361 0.44435
g2-g53 11 0 1 2.77778 5 0.7 0.5 0.3 2 1 2.77816 5 0.934807 0.660998 0.170068
g2-g54 11 0 1 2.77778 5 0.7 0.5 0.3 5 0 3.11824 6 0.839233 0.653748 0.293427
g2-g55 11 0 1 2.77778 5 0.7 0.5 0.3 6 1 3.16562 6 0.966736 0.788788 0.359772
g2-g56 11 0 1 2.77778 5 0.7 0.5 0.3 5 0 3.07479 6 0.859406 0.6586 0.283356
g2-g57 11 0 1 2.77778 5 0.7 0.5 0.3 1 0 1.21795 2 0.000433673 0 0
g2-g61 11 0 1 2.77778 5 0.7 0.5 0.3 5 1 9.57583 20 0.980002 0.948294 0.904044
g2-g62 11 0 1 2.77778 5 0.7 0.5 0.3 8 1 3.58877 8 0.98381 0.789438 0.529125
g2-g63 11 0 1 2.77778 5 0.7 0.5 0.3 23 1 3.46867 7 0.96175 0.7955 0.485625
g2-g64 11 0 1 2.77778 5 0.7 0.5 0.3 51 1 2.23575 4 0.873 0.334475 0.0251875
g2-g65 11 0 1 2.77778 5 0.7 0.5 0.3 27 1 2.72983 4 0.971066 0.725961 0.0288228
g2-g67 11 0 1 2.77778 5 0.7 0.5 0.3 12 1 4.10195 5 0.984848 0.919913 0.757576
g2-g68 11 0 1 2.77778 5 0.7 0.5 0.3 57 1 2.73319 5 0.9329 0.608225 0.175325
g2-g69 11 0 1 2.77778 5 0.7 0.5 0.3 23 1 8.2421 16 0.986168 0.959528 0.915912
g2-g70 11 0 1 2.77778 5 0.7 0.5 0.3 17 0 10.4096 21 0.929207 0.916905 0.897128
g2-g71 11 0 1 2.77778 5 0.7 0.5 0.3 22 1 7.14825 13 0.986076 0.958171 0.908729
g2-g72 11 0 1 2.77778 5 0.7 0.5 0.3 8 0 3.11838 8 0.0127542 0.00960851 0.00505845
g2-g74 11 0 1 2.77778 5 0.7 0.5 0.3 19 1 3.55758 4 0.991114 0.816802 0.745293
g2-g75 11 0 1 2.77778 5 0.7 0.5 0.3 32 0 2.58237 7 0.391094 0.220263 0.0605697
g2-g76 11 0 1 2.77778 5 0.7 0.5 0.3 154 0 2.12389 4 0.749643 0.288019 0.0190863
g2-g77 11 0 1 2.77778 5 0.7 0.5 0.3 317 1 1.59555 3 0.554598 0.0399785 0
g2-g78 11 0 1 2.77778 5 0.7 0.5 0.3 66 1 4.8729 19 0.98037 0.898555 0.717637
g2-g79 11 0 1 2.77778 5 0.7 0.5 0.3 42 1 5.61555 8 0.992155 0.958017 0.895448
g2-g80 11 0 1 2.77778 5 0.7 0.5 0.3 22 0 5.91067 15 0.00703884 0.00635864 0.00571874
g2-g81 11 0 1 2.77778 5 0.7 0.5 0.3 204 1 3.06555 5 0.987258 0.866376 0.209844
g2-g83 11 0 1 2.77778 5 0.7 0.5 0.3 162 1 5.00489 10 0.989258 0.945312 0.828125
g2-g84 11 0 1 2.77778 5 0.7 0.5 0.3 788 1 2.35582 4 0.881836 0.427734 0.0449219
g2-g85 11 0 1 2.77778 5 0.7 0.5 0.3 89 1 8.09967 13 0.996192 0.990485 0.979142
g2-g87 11 0 1 2.77778 5 0.7 0.5 0.3 129 0 5.16013 12 0.983245 0.939526 0.853035
g2-g88 11 0 1 2.77778 5 0.7 0.5 0.3 132 0 5.66995 14 0.988064 0.947504 0.864237
g2-g89 11 0 1 2.77778 5 0.7 0.5 0.3 111 1 5.7791 8 0.995421 0.984432 0.951465
g2-g90 11 0 1 2.77778 5 0.7 0.5 0.3 264 1 6.00551 11 0.994406 0.974825 0.92028
g2-g91 11 0 1 2.77778 5 0.7 0.5 0.3 161 1 6.394 18 0.996284 0.964252 0.883107
g2-g92 11 0 1 2.77778 5 0.7 0.5 0.3 227 1 6.96525 17 0.996699 0.975941 0.922645
g2-g94 11 0 1 2.77778 5 0.7 0.5 0.3 468 1 7.67313 16 0.996231 0.985283 0.958354
g2-g95 11 0 1 2.77778 5 0.7 0.5 0.3 151 0 13.1693 36 0.068187 0.067156 0.0656085
g2-g96 11 0 1 2.77778 5 0.7 0.5 0.3 176 0 13.4234 41 0.145044 0.143656 0.141219
g2-g97 11 0 1 2.77778 5 0.7 0.5 0.3 181 0 15.947 47 0.160597 0.159242 0.156982
g2-g98 11 0 1 2.77778 5 0.7 0.5 0.3 269 0 12.7987 36 0.351012 0.348286 0.342952
g2-g99 11 0 1 2.77778 5 0.7 0.5 0.3 267 0 12.8334 36 0.350418 0.34769 0.342357
g20-g100 11 0 1 1.63889 2 0.628906 0 0 128 0 1.33155 2 0.000488158 0 0
g20-g101 11 0 1 1.63889 2 0.628906 0 0 703 1 4.83463 7 0.996795 0.983059 0.914377
g20-g102 11 0 1 1.63889 2 0.628906 0 0 826 1 4.25744 6 0.995879 0.970238 0.820971
g20-g103 11 0 1 1.63889 2 0.628906 0 0 1148 1 3.73065 6 0.994048 0.933608 0.61859
g20-g104 11 0 1 1.63889 2 0.628906 0 0 1397 0 8.83072 28 0.517559 0.513402 0.501871
g20-g105 11 0 1 1.63889 2 0.628906 0 0 1401 0 8.82651 28 0.51486 0.51073 0.499268
g20-g106 11 0 1 1.63889 2 0.628906 0 0 4961 1 8.34333 29 0.998428 0.992345 0.971973
g20-g107 11 0 1 1.63889 2 0.628906 0 0 2994 0 8.56683 25 0.553997 0.550267 0.538928
g20-g108 11 0 1 1.63889 2 0.628906 0 0 3677 0 8.55453 27 0.579695 0.576075 0.564798
g20-g109 11 0 1 1.63889 2 0.628906 0 0 4224 1 10.5021 21 0.998611 0.994643 0.984921
g20-g110 11 0 1 1.63889 2 0.628906 0 0 9959 1 5.67628 16 0.997384 0.977723 0.912432
g20-g111 11 0 1 1.63889 2 0.628906 0 0 5788 0 8.34249 29 0.608189 0.604462 0.592038
g20-g112 11 0 1 1.63889 2 0.628906 0 0 5997 1 9.66358 26 0.999218 0.990909 0.966094
g20-g51 11 0 1 1.63889 2 0.628906 0 0 1 1 2.44843 5 0.940979 0.453896 0.0384373
g20-g52 11 0 1 1.63889 2 0.628906 0 0 1 0 3.3828 8 0.857992 0.650361 0.44435
g20-g53 11 0 1 1.63889 2 0.628906 0 0 2 1 2.77816 5 0.934807 0.660998 0.170068
g20-g54 11 0 1 1.63889 2 0.628906 0 0 5 0 3.11824 6 0.839233 0.653748 0.293427
g20-g55 11 0 1 1.63889 2 0.628906 0 0 5 1 3.16562 6 0.966736 0.788788 0.359772
g20-g56 11 0 1 1.63889 2 0.628906 0 0 5 0 3.07479 6 0.859406 0.6586 0.283356
g20-g57 11 0 1 1.63889 2 0.628906 0 0 1 0 1.21795 2 0.000433673 0 0
g20-g61 11 0 1 1.63889 2 0.628906 0 0 5 1 9.57583 20 0.980002 0.948294 0.904044
g20-g62 11 0 1 1.63889 2 0.628906 0 0 8 1 3.58877 8 0.98381 0.789438 0.529125
g20-g63 11 0 1 1.63889 2 0.628906 0 0 23 1 3.46867 7 0.96175 0.7955 0.485625
g20-g64 11 0 1 1.63889 2 0.628906 0 0 51 1 2.23575 4 0.873 0.334475 0.0251875
g20-g65 11 0 1 1.63889 2 0.628906 0 0 27 1 2.72983 4 0.971066 0.725961 0.0288228
g20-g67 11 0 1 1.63889 2 0.628906 0 0 13 1 4.10195 5 0.984848 0.919913 0.757576
g20-g68 11 0 1 1.63889 2 0.628906 0 0 57 1 2.73319 5 0.9329 0.608225 0.175325
g20-g69 11 0 1 1.63889 2 0.628906 0 0 23 1 8.2421 16 0.986168 0.959528 0.915912
g20-g70 11 0 1 1.63889 2 0.628906 0 0 18 0 10.4096 21 0.929207 0.916905 0.897128
g20-g71 11 0 1 1.63889 2 0.628906 0 0 22 1 7.14825 13 0.986076 0.958171 0.908729
g20-g72 11 0 1 1.63889 2 0.628906 0 0 7 0 3.11838 8 0.0127542 0.00960851 0.00505845
g20-g74 11 0 1 1.63889 2 0.628906 0 0 19 1 3.55758 4 0.991114 0.816802 0.745293
g20-g75 11 0 1 1.63889 2 0.628906 0 0 32 0 2.58237 7 0.391094 0.220263 0.0605697
g20-g76 11 0 1 1.63889 2 0.628906 0 0 154 0 2.12389 4 0.749643 0.288019 0.0190863
g20-g77 11 0 1 1.63889 2 0.628906 0 0 318 1 1.59555 3 0.554598 0.0399785 0
g20-g78 11 0 1 1.63889 2 0.628906 0 0 67 1 4.8729 19 0.98037 0.898555 0.717637
g20-g79 11 0 1 1.63889 2 0.628906 0 0 42 1 5.61555 8 0.992155 0.958017 0.895448
g20-g80 11 0 1 1.63889 2 0.628906 0 0 22 0 5.91067 15 0.00703884 0.00635864 0.00571874
g20-g81 11 0 1 1.63889 2 0.628906 0 0 206 1 3.06555 5 0.987258 0.866376 0.209844
g20-g83 11 0 1 1.63889 2 0.628906 0 0 162 1 5.00489 10 0.989258 0.945312 0.828125
g20-g84 11 0 1 1.63889 2 0.628906 0 0 793 1 2.35582 4 0.881836 0.427734 0.0449219
g20-g85 11 0 1 1.63889 2 0.628906 0 0 87 1 8.09967 13 0.996192 0.990485 0.979142
g20-g87 11 0 1 1.63889 2 0.628906 0 0 127 0 5.16013 12 0.983245 0.939526 0.853035
g20-g88 11 0 1 1.63889 2 0.628906 0 0 141 0 5.66995 14 0.988064 0.947504 0.864237
g20-g89 11 0 1 1.63889 2 0.628906 0 0 110 1 5.7791 8 0.995421 0.984432 0.951465
g20-g90 11 0 1 1.63889 2 0.628906 0 0 260 1 6.00551 11 0.994406 0.974825 0.92028
g20-g91 11 0 1 1.63889 2 0.628906 0 0 163 1 6.394 18 0.996284 0.964252 0.883107
g20-g92 11 0 1 1.63889 2 0.628906 0 0 227 1 6.96525 17 0.996699 0.975941 0.922645
g20-g94 11 0 1 1.63889 2 0.628906 0 0 450 1 7.67313 16 0.996231 0.985283 0.958354
g20-g95 11 0 1 1.63889 2 0.628906 0 0 148 0 13.1693 36 0.068187 0.067156 0.0656085
g20-g96 11 0 1 1.63889 2 0.628906 0 0 176 0 13.4234 41 0.145044 0.143656 0.141219
g20-g97 11 0 1 1.63889 2 0.628906 0 0 180 0 15.947 47 0.160597 0.159242 0.156982
g20-g98 11 0 1 1.63889 2 0.628906 0 0 266 0 12.7987 36 0.351012 0.348286 0.342952
g20-g99 11 0 1 1.63889 2 0.628906 0 0 269 0 12.8334 36 0.350418 0.34769 0.342357
g21-g100 11 0 1 1.08333 2 0.0820312 0 0 131 0 1.33155 2 0.000488158 0 0
g21-g101 11 0 1 1.08333 2 0.0820312 0 0 707 1 4.83463 7 0.996795 0.983059 0.914377
