@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute cheap.pattern.vertices numeric
@attribute cheap.pattern.edges numeric
@attribute cheap.pattern.loops numeric
@attribute cheap.pattern.meandeg numeric
@attribute cheap.pattern.maxdeg numeric
@attribute cheap.pattern.degisfixed numeric
@attribute cheap.pattern.density numeric
@attribute cheap.target.vertices numeric
@attribute cheap.target.edges numeric
@attribute cheap.target.loops numeric
@attribute cheap.target.meandeg numeric
@attribute cheap.target.maxdeg numeric
@attribute cheap.target.degisfixed numeric
@attribute cheap.target.density numeric
@attribute distance.pattern.isconnected numeric
@attribute distance.pattern.meandistance numeric
@attribute distance.pattern.maxdistance numeric
@attribute distance.pattern.proportiondistancege2 numeric
@attribute distance.pattern.proportiondistancege3 numeric
@attribute distance.pattern.proportiondistancege4 numeric
@attribute distance.target.isconnected numeric
@attribute distance.target.meandistance numeric
@attribute distance.target.maxdistance numeric
@attribute distance.target.proportiondistancege2 numeric
@attribute distance.target.proportiondistancege3 numeric
@attribute distance.target.proportiondistancege4 numeric
@attribute lad.values.removed numeric
@attribute lad.values.removed.percent numeric
@attribute lad.time numeric

@data
g3-g99,1,10,15,0,3,3,1,0.333333,2000,2575,0,2.575,14,0,0.001288,1,1.66667,2,0.6,0,0,0,12.8334,36,0.350418,0.34769,0.342357,13150,65.75,0
g40-g100,1,121,3600,0,59.5041,65,0,0.495868,2016,2000,0,1.98413,2,0,0.000985,1,1.50413,2,0.499966,0,0,0,1.33155,2,0.000488,0,0,0,100,0.001
g40-g101,1,121,3600,0,59.5041,65,0,0.495868,2184,6552,0,6,6,1,0.002749,1,1.50413,2,0.499966,0,0,1,4.83463,7,0.996795,0.983059,0.914377,0,100,0.002
g40-g102,1,121,3600,0,59.5041,65,0,0.495868,2184,8736,0,8,8,1,0.003665,1,1.50413,2,0.499966,0,0,1,4.25744,6,0.995879,0.970238,0.820971,0,100,0.002
g40-g103,1,121,3600,0,59.5041,65,0,0.495868,2184,13104,0,12,12,1,0.005497,1,1.50413,2,0.499966,0,0,1,3.73065,6,0.994048,0.933608,0.61859,0,100,0.004
g40-g104,1,121,3600,0,59.5041,65,0,0.495868,3300,6596,0,3.99758,20,0,0.001212,1,1.50413,2,0.499966,0,0,0,8.83072,28,0.517559,0.513402,0.501871,0,100,0.002
g40-g105,1,121,3600,0,59.5041,65,0,0.495868,3317,6617,0,3.98975,20,0,0.001203,1,1.50413,2,0.499966,0,0,0,8.82651,28,0.51486,0.51073,0.499268,0,100,0.002
g40-g106,1,121,3600,0,59.5041,65,0,0.495868,4493,13619,0,6.06232,25,0,0.00135,1,1.50413,2,0.499966,0,0,1,8.34333,29,0.998428,0.992345,0.971973,0,100,0.006
g40-g107,1,121,3600,0,59.5041,65,0,0.495868,4494,9812,0,4.36671,23,0,0.000972,1,1.50413,2,0.499966,0,0,0,8.56683,25,0.553997,0.550267,0.538928,0,100,0.004
g40-g108,1,121,3600,0,59.5041,65,0,0.495868,4866,10840,0,4.4554,24,0,0.000916,1,1.50413,2,0.499966,0,0,0,8.55453,27,0.579695,0.576075,0.564798,0,100,0.004
g40-g109,1,121,3600,0,59.5041,65,0,0.495868,5040,15120,0,6,6,1,0.001191,1,1.50413,2,0.499966,0,0,1,10.5021,21,0.998611,0.994643,0.984921,0,100,0.005
g40-g110,1,121,3600,0,59.5041,65,0,0.495868,5448,36105,0,13.2544,39,0,0.002433,1,1.50413,2,0.499966,0,0,1,5.67628,16,0.997384,0.977723,0.912432,0,100,0.01
g40-g111,1,121,3600,0,59.5041,65,0,0.495868,5757,14135,0,4.91054,25,0,0.000853,1,1.50413,2,0.499966,0,0,0,8.34249,29,0.608189,0.604462,0.592038,0,100,0.002
g40-g112,1,121,3600,0,59.5041,65,0,0.495868,6671,14066,0,4.21706,419,0,0.000632,1,1.50413,2,0.499966,0,0,1,9.66358,26,0.999218,0.990909,0.966094,0,100,0.008
g40-g50,1,121,3600,0,59.5041,65,0,0.495868,128,3216,0,50.25,86,0,0.395669,1,1.50413,2,0.499966,0,0,1,1.92384,4,0.599609,0.247192,0.069824,0,100,0
g40-g51,1,121,3600,0,59.5041,65,0,0.495868,138,493,0,7.14493,71,0,0.052153,1,1.50413,2,0.499966,0,0,1,2.44843,5,0.940979,0.453896,0.038437,0,100,0
g40-g52,1,121,3600,0,59.5041,65,0,0.495868,161,356,0,4.42236,40,0,0.02764,1,1.50413,2,0.499966,0,0,0,3.3828,8,0.857992,0.650361,0.44435,0,100,0
g40-g53,1,121,3600,0,59.5041,65,0,0.495868,168,836,0,9.95238,14,0,0.059595,1,1.50413,2,0.499966,0,0,1,2.77816,5,0.934807,0.660998,0.170068,0,100,0
g40-g54,1,121,3600,0,59.5041,65,0,0.495868,256,941,0,7.35156,22,0,0.02883,1,1.50413,2,0.499966,0,0,0,3.11824,6,0.839233,0.653748,0.293427,0,100,0
g40-g55,1,121,3600,0,59.5041,65,0,0.495868,256,962,0,7.51562,15,0,0.029473,1,1.50413,2,0.499966,0,0,1,3.16562,6,0.966736,0.788788,0.359772,0,100,0
g40-g56,1,121,3600,0,59.5041,65,0,0.495868,256,1000,0,7.8125,25,0,0.030637,1,1.50413,2,0.499966,0,0,0,3.07479,6,0.859406,0.6586,0.283356,0,100,0
g40-g57,1,121,3600,0,59.5041,65,0,0.495868,280,61,0,0.435714,7,0,0.001562,1,1.50413,2,0.499966,0,0,0,1.21795,2,0.000434,0,0,0,100,0
g40-g58-normed,1,121,3600,0,59.5041,65,0,0.495868,280,387,1,2.76071,36,0,0.009908,1,1.50413,2,0.499966,0,0,0,3.33644,7,0.340077,0.282015,0.14602,0,100,0
g40-g59-normed,1,121,3600,0,59.5041,65,0,0.495868,280,388,1,2.76786,47,0,0.009933,1,1.50413,2,0.499966,0,0,0,3.48577,9,0.406046,0.340434,0.176964,0,100,0
g40-g60-normed,1,121,3600,0,59.5041,65,0,0.495868,280,1074,1,7.66786,70,0,0.027496,1,1.50413,2,0.499966,0,0,0,2.90538,6,0.865,0.635281,0.179107,0,100,0
g40-g61,1,121,3600,0,59.5041,65,0,0.495868,331,930,0,5.61934,6,0,0.017028,1,1.50413,2,0.499966,0,0,1,9.57583,20,0.980002,0.948294,0.904044,0,100,0
g40-g62,1,121,3600,0,59.5041,65,0,0.495868,377,962,0,5.10345,103,0,0.013573,1,1.50413,2,0.499966,0,0,1,3.58877,8,0.98381,0.789438,0.529125,0,100,0
g40-g63,1,121,3600,0,59.5041,65,0,0.495868,400,2860,0,14.3,26,0,0.03584,1,1.50413,2,0.499966,0,0,1,3.46867,7,0.96175,0.7955,0.485625,0,100,0.001
g40-g64,1,121,3600,0,59.5041,65,0,0.495868,400,9960,0,49.8,165,0,0.124812,1,1.50413,2,0.499966,0,0,1,2.23575,4,0.873,0.334475,0.025188,45363,93.725207,0.004
g40-g65,1,121,3600,0,59.5041,65,0,0.495868,435,2520,0,11.5862,12,0,0.026696,1,1.50413,2,0.499966,0,0,1,2.72983,4,0.971066,0.725961,0.028823,0,100,0.001
g40-g66-normed,1,121,3600,0,59.5041,65,0,0.495868,435,2664,144,11.9172,12,0,0.028222,1,1.50413,2,0.499966,0,0,1,2.72983,4,0.971066,0.725961,0.028823,0,100,0
g40-g67,1,121,3600,0,59.5041,65,0,0.495868,462,1386,0,6,6,1,0.013015,1,1.50413,2,0.499966,0,0,1,4.10195,5,0.984848,0.919913,0.757576,0,100,0
g40-g68,1,121,3600,0,59.5041,65,0,0.495868,462,6930,0,30,30,1,0.065076,1,1.50413,2,0.499966,0,0,1,2.73319,5,0.9329,0.608225,0.175325,0,100,0.001
g40-g69,1,121,3600,0,59.5041,65,0,0.495868,500,1479,0,5.916,12,0,0.011856,1,1.50413,2,0.499966,0,0,1,8.2421,16,0.986168,0.959528,0.915912,0,100,0
g40-g70,1,121,3600,0,59.5041,65,0,0.495868,501,756,0,3.01796,10,0,0.006036,1,1.50413,2,0.499966,0,0,0,10.4096,21,0.929207,0.916905,0.897128,0,100,0
g40-g71,1,121,3600,0,59.5041,65,0,0.495868,501,1497,0,5.97605,18,0,0.011952,1,1.50413,2,0.499966,0,0,1,7.14825,13,0.986076,0.958171,0.908729,0,100,0.001
g40-g72,1,121,3600,0,59.5041,65,0,0.495868,561,147,0,0.524064,17,0,0.000936,1,1.50413,2,0.499966,0,0,0,3.11838,8,0.012754,0.009609,0.005058,0,100,0
g40-g73-normed,1,121,3600,0,59.5041,65,0,0.495868,561,1629,1,5.8057,99,0,0.010371,1,1.50413,2,0.499966,0,0,0,3.32517,9,0.921407,0.793611,0.35005,0,100,0.001
g40-g74,1,121,3600,0,59.5041,65,0,0.495868,585,1228,0,4.19829,113,0,0.007189,1,1.50413,2,0.499966,0,0,1,3.55758,4,0.991114,0.816802,0.745293,0,100,0
g40-g75,1,121,3600,0,59.5041,65,0,0.495868,610,7438,0,24.3869,154,0,0.040044,1,1.50413,2,0.499966,0,0,0,2.58237,7,0.391094,0.220263,0.06057,0,100,0.003
g40-g76,1,121,3600,0,59.5041,65,0,0.495868,610,35465,0,116.279,256,0,0.190934,1,1.50413,2,0.499966,0,0,0,2.12389,4,0.749643,0.288019,0.019086,21895,29.664002,0.023
g40-g77,1,121,3600,0,59.5041,65,0,0.495868,610,82562,0,270.695,360,0,0.444491,1,1.50413,2,0.499966,0,0,1,1.59555,3,0.554598,0.039979,0,0,0,0.046
g40-g78,1,121,3600,0,59.5041,65,0,0.495868,627,3545,0,11.3078,19,0,0.018064,1,1.50413,2,0.499966,0,0,1,4.8729,19,0.98037,0.898555,0.717637,0,100,0.001
g40-g79,1,121,3600,0,59.5041,65,0,0.495868,763,1902,0,4.98558,14,0,0.006543,1,1.50413,2,0.499966,0,0,1,5.61555,8,0.992155,0.958017,0.895448,0,100,0.001
g40-g80,1,121,3600,0,59.5041,65,0,0.495868,891,318,0,0.713805,6,0,0.000802,1,1.50413,2,0.499966,0,0,0,5.91067,15,0.007039,0.006359,0.005719,0,100,0
g40-g81,1,121,3600,0,59.5041,65,0,0.495868,1010,5994,0,11.8693,12,0,0.011763,1,1.50413,2,0.499966,0,0,1,3.06555,5,0.987258,0.866376,0.209844,0,100,0.001
g40-g82-normed,1,121,3600,0,59.5041,65,0,0.495868,1010,5994,0,11.8693,12,0,0.011763,1,1.50413,2,0.499966,0,0,1,3.06555,5,0.987258,0.866376,0.209844,0,100,0.001
g40-g83,1,121,3600,0,59.5041,65,0,0.495868,1024,5120,0,10,10,1,0.009775,1,1.50413,2,0.499966,0,0,1,5.00489,10,0.989258,0.945312,0.828125,0,100,0.001
g40-g84,1,121,3600,0,59.5041,65,0,0.495868,1024,61440,0,120,120,1,0.117302,1,1.50413,2,0.499966,0,0,1,2.35582,4,0.881836,0.427734,0.044922,0,0,0.015
g40-g85,1,121,3600,0,59.5041,65,0,0.495868,1050,1574,0,2.9981,3,0,0.002858,1,1.50413,2,0.499966,0,0,1,8.09967,13,0.996192,0.990485,0.979142,0,100,0.001
g40-g86-normed,1,121,3600,0,59.5041,65,0,0.495868,1050,1576,2,3,3,1,0.002862,1,1.50413,2,0.499966,0,0,1,8.09967,13,0.996192,0.990485,0.979142,0,100,0
g40-g87,1,121,3600,0,59.5041,65,0,0.495868,1057,3561,0,6.73794,23,0,0.006381,1,1.50413,2,0.499966,0,0,0,5.16013,12,0.983245,0.939526,0.853035,0,100,0.001
g40-g88,1,121,3600,0,59.5041,65,0,0.495868,1057,4028,0,7.62157,22,0,0.007217,1,1.50413,2,0.499966,0,0,0,5.66995,14,0.988064,0.947504,0.864237,0,100,0.002
g40-g89,1,121,3600,0,59.5041,65,0,0.495868,1092,2184,0,4,4,1,0.003666,1,1.50413,2,0.499966,0,0,1,5.7791,8,0.995421,0.984432,0.951465,0,100,0
g40-g90,1,121,3600,0,59.5041,65,0,0.495868,1430,5005,0,7,7,1,0.004899,1,1.50413,2,0.499966,0,0,1,6.00551,11,0.994406,0.974825,0.92028,0,100,0.002
g40-g91,1,121,3600,0,59.5041,65,0,0.495868,1446,3162,0,4.37344,219,0,0.003027,1,1.50413,2,0.499966,0,0,1,6.394,18,0.996284,0.964252,0.883107,0,100,0.002
g40-g92,1,121,3600,0,59.5041,65,0,0.495868,1619,3517,0,4.34466,176,0,0.002685,1,1.50413,2,0.499966,0,0,1,6.96525,17,0.996699,0.975941,0.922645,0,100,0.001
g40-g93-normed,1,121,3600,0,59.5041,65,0,0.495868,1800,209000,0,232.222,356,0,0.129084,1,1.50413,2,0.499966,0,0,1,2.01206,3,0.870432,0.141062,0,0,0,0.124
g40-g94,1,121,3600,0,59.5041,65,0,0.495868,1860,5590,0,6.01075,9,0,0.003233,1,1.50413,2,0.499966,0,0,1,7.67313,16,0.996231,0.985283,0.958354,0,100,0.002
g40-g95,1,121,3600,0,59.5041,65,0,0.495868,2000,1396,0,1.396,11,0,0.000698,1,1.50413,2,0.499966,0,0,0,13.1693,36,0.068187,0.067156,0.065609,0,100,0.001
g40-g96,1,121,3600,0,59.5041,65,0,0.495868,2000,1657,0,1.657,13,0,0.000829,1,1.50413,2,0.499966,0,0,0,13.4234,41,0.145044,0.143656,0.141219,0,100,0.001
g40-g97,1,121,3600,0,59.5041,65,0,0.495868,2000,1685,0,1.685,11,0,0.000843,1,1.50413,2,0.499966,0,0,0,15.947,47,0.160597,0.159242,0.156982,0,100,0
g40-g98,1,121,3600,0,59.5041,65,0,0.495868,2000,2573,0,2.573,14,0,0.001287,1,1.50413,2,0.499966,0,0,0,12.7987,36,0.351012,0.348286,0.342952,0,100,0.001
g40-g99,1,121,3600,0,59.5041,65,0,0.495868,2000,2575,0,2.575,14,0,0.001288,1,1.50413,2,0.499966,0,0,0,12.8334,36,0.350418,0.34769,0.342357,0,100,0.001
g41-g100,1,128,368,0,5.75,10,0,0.045276,2016,2000,0,1.98413,2,0,0.000985,1,4.59941,10,0.947266,0.852539,0.707886,0,1.33155,2,0.000488,0,0,0,100,0.001
g41-g101,1,128,368,0,5.75,10,0,0.045276,2184,6552,0,6,6,1,0.002749,1,4.59941,10,0.947266,0.852539,0.707886,1,4.83463,7,0.996795,0.983059,0.914377,0,100,0.002
g41-g102,1,128,368,0,5.75,10,0,0.045276,2184,8736,0,8,8,1,0.003665,1,4.59941,10,0.947266,0.852539,0.707886,1,4.25744,6,0.995879,0.970238,0.820971,0,100,0.001
g41-g103,1,128,368,0,5.75,10,0,0.045276,2184,13104,0,12,12,1,0.005497,1,4.59941,10,0.947266,0.852539,0.707886,1,3.73065,6,0.994048,0.933608,0.61859,0,0,0.004
g41-g104,1,128,368,0,5.75,10,0,0.045276,3300,6596,0,3.99758,20,0,0.001212,1,4.59941,10,0.947266,0.852539,0.707886,0,8.83072,28,0.517559,0.513402,0.501871,332398,78.692708,0.008
g41-g105,1,128,368,0,5.75,10,0,0.045276,3317,6617,0,3.98975,20,0,0.001203,1,4.59941,10,0.947266,0.852539,0.707886,0,8.82651,28,0.51486,0.51073,0.499268,334182,78.709583,0.007
g41-g106,1,128,368,0,5.75,10,0,0.045276,4493,13619,0,6.06232,25,0,0.00135,1,4.59941,10,0.947266,0.852539,0.707886,1,8.34333,29,0.998428,0.992345,0.971973,363974,63.288379,0.017
g41-g107,1,128,368,0,5.75,10,0,0.045276,4494,9812,0,4.36671,23,0,0.000972,1,4.59941,10,0.947266,0.852539,0.707886,0,8.56683,25,0.553997,0.550267,0.538928,431374,74.991308,0.012
g41-g108,1,128,368,0,5.75,10,0,0.045276,4866,10840,0,4.4554,24,0,0.000916,1,4.59941,10,0.947266,0.852539,0.707886,0,8.55453,27,0.579695,0.576075,0.564798,465518,74.740226,0.013
g41-g109,1,128,368,0,5.75,10,0,0.045276,5040,15120,0,6,6,1,0.001191,1,4.59941,10,0.947266,0.852539,0.707886,1,10.5021,21,0.998611,0.994643,0.984921,0,100,0.003
g41-g110,1,128,368,0,5.75,10,0,0.045276,5448,36105,0,13.2544,39,0,0.002433,1,4.59941,10,0.947266,0.852539,0.707886,1,5.67628,16,0.997384,0.977723,0.912432,76300,10.941515,0.037
g41-g111,1,128,368,0,5.75,10,0,0.045276,5757,14135,0,4.91054,25,0,0.000853,1,4.59941,10,0.947266,0.852539,0.707886,0,8.34249,29,0.608189,0.604462,0.592038,524433,71.167845,0.016
g41-g112,1,128,368,0,5.75,10,0,0.045276,6671,14066,0,4.21706,419,0,0.000632,1,4.59941,10,0.947266,0.852539,0.707886,1,9.66358,26,0.999218,0.990909,0.966094,829813,97.180544,0.097
g41-g42,1,128,368,0,5.75,10,0,0.045276,128,508,0,7.9375,10,0,0.0625,1,4.59941,10,0.947266,0.852539,0.707886,1,5.91154,14,0.930176,0.847168,0.741455,3662,22.351074,0
g41-g43,1,128,368,0,5.75,10,0,0.045276,128,824,0,12.875,29,0,0.101378,1,4.59941,10,0.947266,0.852539,0.707886,0,3.50165,9,0.60437,0.478394,0.33667,3150,19.226074,0
g41-g44,1,128,368,0,5.75,10,0,0.045276,128,892,0,13.9375,31,0,0.109744,1,4.59941,10,0.947266,0.852539,0.707886,0,2.16568,5,0.837158,0.25354,0.011963,3323,20.281982,0
g41-g45,1,128,368,0,5.75,10,0,0.045276,128,894,9,13.8984,31,0,0.10999,1,4.59941,10,0.947266,0.852539,0.707886,0,2.17006,5,0.838013,0.256714,0.012085,3325,20.294189,0
g41-g46,1,128,368,0,5.75,10,0,0.045276,128,938,0,14.6562,26,0,0.115404,1,4.59941,10,0.947266,0.852539,0.707886,1,2.04491,3,0.877686,0.159058,0,27,0.164795,0
g41-g47,1,128,368,0,5.75,10,0,0.045276,128,939,3,14.6484,26,0,0.115527,1,4.59941,10,0.947266,0.852539,0.707886,1,2.04712,3,0.87793,0.161011,0,27,0.164795,0
g41-g48,1,128,368,0,5.75,10,0,0.045276,128,1000,0,15.625,27,0,0.123031,1,4.59941,10,0.947266,0.852539,0.707886,1,2.00381,3,0.870117,0.125854,0,15,0.091553,0
g41-g49,1,128,368,0,5.75,10,0,0.045276,128,1027,0,16.0469,20,0,0.126353,1,4.59941,10,0.947266,0.852539,0.707886,1,3.52313,8,0.866821,0.679565,0.462036,102,0.622559,0
g41-g50,1,128,368,0,5.75,10,0,0.045276,128,3216,0,50.25,86,0,0.395669,1,4.59941,10,0.947266,0.852539,0.707886,1,1.92384,4,0.599609,0.247192,0.069824,0,0,0.001
g41-g51,1,128,368,0,5.75,10,0,0.045276,138,493,0,7.14493,71,0,0.052153,1,4.59941,10,0.947266,0.852539,0.707886,1,2.44843,5,0.940979,0.453896,0.038437,11496,65.081522,0
g41-g52,1,128,368,0,5.75,10,0,0.045276,161,356,0,4.42236,40,0,0.02764,1,4.59941,10,0.947266,0.852539,0.707886,0,3.3828,8,0.857992,0.650361,0.44435,0,100,0
g41-g53,1,128,368,0,5.75,10,0,0.045276,168,836,0,9.95238,14,0,0.059595,1,4.59941,10,0.947266,0.852539,0.707886,1,2.77816,5,0.934807,0.660998,0.170068,1320,6.138393,0
g41-g54,1,128,368,0,5.75,10,0,0.045276,256,941,0,7.35156,22,0,0.02883,1,4.59941,10,0.947266,0.852539,0.707886,0,3.11824,6,0.839233,0.653748,0.293427,13645,41.641235,0
g41-g55,1,128,368,0,5.75,10,0,0.045276,256,962,0,7.51562,15,0,0.029473,1,4.59941,10,0.947266,0.852539,0.707886,1,3.16562,6,0.966736,0.788788,0.359772,8845,26.992798,0
g41-g56,1,128,368,0,5.75,10,0,0.045276,256,1000,0,7.8125,25,0,0.030637,1,4.59941,10,0.947266,0.852539,0.707886,0,3.07479,6,0.859406,0.6586,0.283356,12964,39.562988,0
g41-g57,1,128,368,0,5.75,10,0,0.045276,280,61,0,0.435714,7,0,0.001562,1,4.59941,10,0.947266,0.852539,0.707886,0,1.21795,2,0.000434,0,0,0,100,0
g41-g58-normed,1,128,368,0,5.75,10,0,0.045276,280,387,1,2.76071,36,0,0.009908,1,4.59941,10,0.947266,0.852539,0.707886,0,3.33644,7,0.340077,0.282015,0.14602,31103,86.782924,0
g41-g59-normed,1,128,368,0,5.75,10,0,0.045276,280,388,1,2.76786,47,0,0.009933,1,4.59941,10,0.947266,0.852539,0.707886,0,3.48577,9,0.406046,0.340434,0.176964,31057,86.654576,0
g41-g60-normed,1,128,368,0,5.75,10,0,0.045276,280,1074,1,7.66786,70,0,0.027496,1,4.59941,10,0.947266,0.852539,0.707886,0,2.90538,6,0.865,0.635281,0.179107,21929,61.185826,0.001
g41-g61,1,128,368,0,5.75,10,0,0.045276,331,930,0,5.61934,6,0,0.017028,1,4.59941,10,0.947266,0.852539,0.707886,1,9.57583,20,0.980002,0.948294,0.904044,0,100,0
g41-g62,1,128,368,0,5.75,10,0,0.045276,377,962,0,5.10345,103,0,0.013573,1,4.59941,10,0.947266,0.852539,0.707886,1,3.58877,8,0.98381,0.789438,0.529125,40575,84.082808,0.001
g41-g63,1,128,368,0,5.75,10,0,0.045276,400,2860,0,14.3,26,0,0.03584,1,4.59941,10,0.947266,0.852539,0.707886,1,3.46867,7,0.96175,0.7955,0.485625,484,0.945312,0.001
g41-g64,1,128,368,0,5.75,10,0,0.045276,400,9960,0,49.8,165,0,0.124812,1,4.59941,10,0.947266,0.852539,0.707886,1,2.23575,4,0.873,0.334475,0.025188,86,0.167969,0.011
g41-g65,1,128,368,0,5.75,10,0,0.045276,435,2520,0,11.5862,12,0,0.026696,1,4.59941,10,0.947266,0.852539,0.707886,1,2.72983,4,0.971066,0.725961,0.028823,0,0,0.001
g41-g66-normed,1,128,368,0,5.75,10,0,0.045276,435,2664,144,11.9172,12,0,0.028222,1,4.59941,10,0.947266,0.852539,0.707886,1,2.72983,4,0.971066,0.725961,0.028823,0,0,0.001
g41-g67,1,128,368,0,5.75,10,0,0.045276,462,1386,0,6,6,1,0.013015,1,4.59941,10,0.947266,0.852539,0.707886,1,4.10195,5,0.984848,0.919913,0.757576,0,100,0
g41-g68,1,128,368,0,5.75,10,0,0.045276,462,6930,0,30,30,1,0.065076,1,4.59941,10,0.947266,0.852539,0.707886,1,2.73319,5,0.9329,0.608225,0.175325,0,0,0.001
g41-g69,1,128,368,0,5.75,10,0,0.045276,500,1479,0,5.916,12,0,0.011856,1,4.59941,10,0.947266,0.852539,0.707886,1,8.2421,16,0.986168,0.959528,0.915912,0,100,0
g41-g70,1,128,368,0,5.75,10,0,0.045276,501,756,0,3.01796,10,0,0.006036,1,4.59941,10,0.947266,0.852539,0.707886,0,10.4096,21,0.929207,0.916905,0.897128,0,100,0
g41-g71,1,128,368,0,5.75,10,0,0.045276,501,1497,0,5.97605,18,0,0.011952,1,4.59941,10,0.947266,0.852539,0.707886,1,7.14825,13,0.986076,0.958171,0.908729,44831,69.90862,0.001
g41-g72,1,128,368,0,5.75,10,0,0.045276,561,147,0,0.524064,17,0,0.000936,1,4.59941,10,0.947266,0.852539,0.707886,0,3.11838,8,0.012754,0.009609,0.005058,0,100,0
g41-g73-normed,1,128,368,0,5.75,10,0,0.045276,561,1629,1,5.8057,99,0,0.010371,1,4.59941,10,0.947266,0.852539,0.707886,0,3.32517,9,0.921407,0.793611,0.35005,53959,75.143438,0.003
g41-g74,1,128,368,0,5.75,10,0,0.045276,585,1228,0,4.19829,113,0,0.007189,1,4.59941,10,0.947266,0.852539,0.707886,1,3.55758,4,0.991114,0.816802,0.745293,65391,87.327724,0.001
g41-g75,1,128,368,0,5.75,10,0,0.045276,610,7438,0,24.3869,154,0,0.040044,1,4.59941,10,0.947266,0.852539,0.707886,0,2.58237,7,0.391094,0.220263,0.06057,31150,39.89498,0.008
g41-g76,1,128,368,0,5.75,10,0,0.045276,610,35465,0,116.279,256,0,0.190934,1,4.59941,10,0.947266,0.852539,0.707886,0,2.12389,4,0.749643,0.288019,0.019086,2373,3.039191,0.028
g41-g77,1,128,368,0,5.75,10,0,0.045276,610,82562,0,270.695,360,0,0.444491,1,4.59941,10,0.947266,0.852539,0.707886,1,1.59555,3,0.554598,0.039979,0,0,0,0.046
g41-g78,1,128,368,0,5.75,10,0,0.045276,627,3545,0,11.3078,19,0,0.018064,1,4.59941,10,0.947266,0.852539,0.707886,1,4.8729,19,0.98037,0.898555,0.717637,5509,6.864284,0.002
g41-g79,1,128,368,0,5.75,10,0,0.045276,763,1902,0,4.98558,14,0,0.006543,1,4.59941,10,0.947266,0.852539,0.707886,1,5.61555,8,0.992155,0.958017,0.895448,88586,90.704866,0
g41-g80,1,128,368,0,5.75,10,0,0.045276,891,318,0,0.713805,6,0,0.000802,1,4.59941,10,0.947266,0.852539,0.707886,0,5.91067,15,0.007039,0.006359,0.005719,0,100,0
g41-g81,1,128,368,0,5.75,10,0,0.045276,1010,5994,0,11.8693,12,0,0.011763,1,4.59941,10,0.947266,0.852539,0.707886,1,3.06555,5,0.987258,0.866376,0.209844,0,0,0.002
g41-g82-normed,1,128,368,0,5.75,10,0,0.045276,1010,5994,0,11.8693,12,0,0.011763,1,4.59941,10,0.947266,0.852539,0.707886,1,3.06555,5,0.987258,0.866376,0.209844,0,0,0.002
g41-g83,1,128,368,0,5.75,10,0,0.045276,1024,5120,0,10,10,1,0.009775,1,4.59941,10,0.947266,0.852539,0.707886,1,5.00489,10,0.989258,0.945312,0.828125,0,0,0.002
g41-g84,1,128,368,0,5.75,10,0,0.045276,1024,61440,0,120,120,1,0.117302,1,4.59941,10,0.947266,0.852539,0.707886,1,2.35582,4,0.881836,0.427734,0.044922,0,0,0.013
g41-g85,1,128,368,0,5.75,10,0,0.045276,1050,1574,0,2.9981,3,0,0.002858,1,4.59941,10,0.947266,0.852539,0.707886,1,8.09967,13,0.996192,0.990485,0.979142,0,100,0
g41-g86-normed,1,128,368,0,5.75,10,0,0.045276,1050,1576,2,3,3,1,0.002862,1,4.59941,10,0.947266,0.852539,0.707886,1,8.09967,13,0.996192,0.990485,0.979142,0,100,0
g41-g87,1,128,368,0,5.75,10,0,0.045276,1057,3561,0,6.73794,23,0,0.006381,1,4.59941,10,0.947266,0.852539,0.707886,0,5.16013,12,0.983245,0.939526,0.853035,84207,62.239091,0.003
g41-g88,1,128,368,0,5.75,10,0,0.045276,1057,4028,0,7.62157,22,0,0.007217,1,4.59941,10,0.947266,0.852539,0.707886,0,5.66995,14,0.988064,0.947504,0.864237,61197,45.231936,0.003
g41-g89,1,128,368,0,5.75,10,0,0.045276,1092,2184,0,4,4,1,0.003666,1,4.59941,10,0.947266,0.852539,0.707886,1,5.7791,8,0.995421,0.984432,0.951465,0,100,0
g41-g90,1,128,368,0,5.75,10,0,0.045276,1430,5005,0,7,7,1,0.004899,1,4.59941,10,0.947266,0.852539,0.707886,1,6.00551,11,0.994406,0.974825,0.92028,0,100,0.002
g41-g91,1,128,368,0,5.75,10,0,0.045276,1446,3162,0,4.37344,219,0,0.003027,1,4.59941,10,0.947266,0.852539,0.707886,1,6.394,18,0.996284,0.964252,0.883107,180903,97.738913,0.012
g41-g92,1,128,368,0,5.75,10,0,0.045276,1619,3517,0,4.34466,176,0,0.002685,1,4.59941,10,0.947266,0.852539,0.707886,1,6.96525,17,0.996699,0.975941,0.922645,201593,97.278895,0.013
g41-g93-normed,1,128,368,0,5.75,10,0,0.045276,1800,209000,0,232.222,356,0,0.129084,1,4.59941,10,0.947266,0.852539,0.707886,1,2.01206,3,0.870432,0.141062,0,0,0,0.132
g41-g94,1,128,368,0,5.75,10,0,0.045276,1860,5590,0,6.01075,9,0,0.003233,1,4.59941,10,0.947266,0.852539,0.707886,1,7.67313,16,0.996231,0.985283,0.958354,0,100,0.001
g41-g95,1,128,368,0,5.75,10,0,0.045276,2000,1396,0,1.396,11,0,0.000698,1,4.59941,10,0.947266,0.852539,0.707886,0,13.1693,36,0.068187,0.067156,0.065609,252861,98.773828,0.001
