@relation R_data_frame

@attribute instance_id string
@attribute algorithm string
@attribute time numeric
@attribute repetition numeric
@attribute runstatus {ok,timeout}

@data
g50-g109,glasgow1,0.366,1,ok
g50-g110,glasgow1,0.371,1,ok
g50-g111,glasgow1,0.296,1,ok
g50-g112,glasgow1,0.397,1,ok
g50-g51,glasgow1,0.001,1,ok
g50-g52,glasgow1,0.001,1,ok
g50-g53,glasgow1,0.002,1,ok
g50-g54,glasgow1,0.001,1,ok
g50-g55,glasgow1,0.002,1,ok
g50-g56,glasgow1,0.001,1,ok
g50-g57,glasgow1,0.001,1,ok
g50-g61,glasgow1,0.003,1,ok
g50-g62,glasgow1,0.004,1,ok
g50-g63,glasgow1,0.003,1,ok
g50-g64,glasgow1,0.046,1,ok
g50-g65,glasgow1,0.003,1,ok
g50-g67,glasgow1,0.003,1,ok
g50-g68,glasgow1,0.004,1,ok
g50-g69,glasgow1,0.003,1,ok
g50-g70,glasgow1,0.006,1,ok
g50-g71,glasgow1,0.005,1,ok
g50-g72,glasgow1,0.004,1,ok
g50-g74,glasgow1,0.004,1,ok
g50-g75,glasgow1,0.025,1,ok
g50-g76,glasgow1,0.204,1,ok
g50-g77,glasgow1,0.393,1,ok
g50-g78,glasgow1,0.005,1,ok
g50-g79,glasgow1,0.011,1,ok
g50-g80,glasgow1,0.008,1,ok
g50-g81,glasgow1,0.011,1,ok
g50-g83,glasgow1,0.011,1,ok
g50-g84,glasgow1,0.409,1,ok
g50-g85,glasgow1,0.019,1,ok
g50-g87,glasgow1,0.02,1,ok
g50-g88,glasgow1,0.012,1,ok
g50-g89,glasgow1,0.02,1,ok
g50-g90,glasgow1,0.033,1,ok
g50-g91,glasgow1,0.02,1,ok
g50-g92,glasgow1,0.025,1,ok
g50-g94,glasgow1,0.032,1,ok
g50-g95,glasgow1,0.06,1,ok
g50-g96,glasgow1,0.061,1,ok
g50-g97,glasgow1,0.036,1,ok
g50-g98,glasgow1,0.054,1,ok
g50-g99,glasgow1,0.036,1,ok
g6-g100,glasgow1,0.034,1,ok
g6-g101,glasgow1,0.051,1,ok
g6-g102,glasgow1,0.042,1,ok
g6-g103,glasgow1,0.802,1,ok
g6-g104,glasgow1,380.807,1,ok
g6-g105,glasgow1,371.984,1,ok
g6-g106,glasgow1,9868.214,1,ok
g6-g107,glasgow1,836.187,1,ok
g6-g108,glasgow1,9179.856,1,ok
g6-g109,glasgow1,0.219,1,ok
g6-g110,glasgow1,6.483,1,ok
g6-g111,glasgow1,9805.46,1,ok
g6-g112,glasgow1,0.695,1,ok
g6-g51,glasgow1,0,1,ok
g6-g52,glasgow1,0.001,1,ok
g6-g53,glasgow1,0.262,1,ok
g6-g54,glasgow1,0.007,1,ok
g6-g55,glasgow1,0.004,1,ok
g6-g56,glasgow1,0.007,1,ok
g6-g57,glasgow1,0,1,ok
g6-g61,glasgow1,0.002,1,ok
g6-g62,glasgow1,0.003,1,ok
g6-g63,glasgow1,0.002,1,ok
g6-g64,glasgow1,0.003,1,ok
g6-g65,glasgow1,0.025,1,ok
g6-g67,glasgow1,0.002,1,ok
g6-g68,glasgow1,0.003,1,ok
g6-g69,glasgow1,0.002,1,ok
g6-g70,glasgow1,0.013,1,ok
g6-g71,glasgow1,0.003,1,ok
g6-g72,glasgow1,0.005,1,ok
g6-g74,glasgow1,0.038,1,ok
g6-g75,glasgow1,5.349,1,ok
g6-g76,glasgow1,261.704,1,ok
g6-g77,glasgow1,2722.997,1,ok
g6-g78,glasgow1,0.099,1,ok
g6-g79,glasgow1,0.017,1,ok
g6-g80,glasgow1,0.016,1,ok
g6-g81,glasgow1,0.093,1,ok
g6-g83,glasgow1,0.087,1,ok
g6-g84,glasgow1,7.981,1,ok
g6-g85,glasgow1,0.01,1,ok
g6-g87,glasgow1,0.032,1,ok
g6-g88,glasgow1,0.049,1,ok
g6-g89,glasgow1,0.017,1,ok
g6-g90,glasgow1,0.018,1,ok
g6-g91,glasgow1,0.047,1,ok
g6-g92,glasgow1,0.034,1,ok
g6-g94,glasgow1,0.03,1,ok
g6-g95,glasgow1,0.07,1,ok
g6-g96,glasgow1,0.07,1,ok
g6-g97,glasgow1,0.07,1,ok
g6-g98,glasgow1,0.136,1,ok
g6-g99,glasgow1,0.104,1,ok
g7-g100,glasgow1,0.034,1,ok
g7-g101,glasgow1,0.041,1,ok
g7-g102,glasgow1,0.041,1,ok
g7-g103,glasgow1,0.689,1,ok
g7-g104,glasgow1,0.159,1,ok
g7-g105,glasgow1,0.16,1,ok
g7-g106,glasgow1,0.579,1,ok
g7-g107,glasgow1,0.376,1,ok
g7-g108,glasgow1,0.438,1,ok
g7-g109,glasgow1,0.218,1,ok
g7-g110,glasgow1,0.972,1,ok
g7-g111,glasgow1,0.926,1,ok
g7-g112,glasgow1,0.386,1,ok
g7-g51,glasgow1,0,1,ok
g7-g52,glasgow1,0,1,ok
g7-g53,glasgow1,0.001,1,ok
g7-g54,glasgow1,0.001,1,ok
g7-g55,glasgow1,0,1,ok
g7-g56,glasgow1,0.001,1,ok
g7-g57,glasgow1,0.001,1,ok
g7-g61,glasgow1,0.001,1,ok
g7-g62,glasgow1,0.002,1,ok
g7-g63,glasgow1,0.071,1,ok
g7-g64,glasgow1,0.064,1,ok
g7-g65,glasgow1,0.028,1,ok
g7-g67,glasgow1,0.002,1,ok
g7-g68,glasgow1,0.357,1,ok
g7-g69,glasgow1,0.002,1,ok
g7-g70,glasgow1,0.002,1,ok
g7-g71,glasgow1,0.004,1,ok
g7-g72,glasgow1,0.004,1,ok
g7-g74,glasgow1,2374.353,1,ok
g7-g75,glasgow1,0.017,1,ok
g7-g76,glasgow1,0.012,1,ok
g7-g77,glasgow1,0.009,1,ok
g7-g78,glasgow1,0.013,1,ok
g7-g79,glasgow1,0.013,1,ok
g7-g80,glasgow1,0.007,1,ok
g7-g81,glasgow1,0.118,1,ok
g7-g83,glasgow1,0.168,1,ok
g7-g84,glasgow1,?,1,timeout
g7-g85,glasgow1,0.009,1,ok
g7-g87,glasgow1,0.024,1,ok
g7-g88,glasgow1,0.014,1,ok
g7-g89,glasgow1,0.011,1,ok
g7-g90,glasgow1,0.028,1,ok
g7-g91,glasgow1,0.018,1,ok
g7-g92,glasgow1,0.022,1,ok
g7-g94,glasgow1,0.049,1,ok
g7-g95,glasgow1,0.034,1,ok
g7-g96,glasgow1,0.033,1,ok
g7-g97,glasgow1,0.033,1,ok
g7-g98,glasgow1,0.034,1,ok
g7-g99,glasgow1,0.034,1,ok
g8-g100,glasgow1,0.034,1,ok
g8-g101,glasgow1,0.043,1,ok
g8-g102,glasgow1,0.097,1,ok
g8-g103,glasgow1,0.111,1,ok
g8-g104,glasgow1,111.889,1,ok
g8-g105,glasgow1,111.793,1,ok
g8-g106,glasgow1,2925.618,1,ok
g8-g107,glasgow1,305.582,1,ok
g8-g108,glasgow1,2566.647,1,ok
g8-g109,glasgow1,0.222,1,ok
g8-g110,glasgow1,0.886,1,ok
g8-g111,glasgow1,2925.167,1,ok
g8-g112,glasgow1,0.536,1,ok
g8-g51,glasgow1,0.357,1,ok
g8-g52,glasgow1,0,1,ok
g8-g53,glasgow1,0.744,1,ok
g8-g54,glasgow1,0.002,1,ok
g8-g55,glasgow1,0.001,1,ok
g8-g56,glasgow1,0.002,1,ok
g8-g57,glasgow1,0.001,1,ok
g8-g61,glasgow1,0.002,1,ok
g8-g62,glasgow1,0.005,1,ok
g8-g63,glasgow1,20.231,1,ok
g8-g64,glasgow1,0.005,1,ok
g8-g65,glasgow1,0.016,1,ok
g8-g67,glasgow1,0.002,1,ok
g8-g68,glasgow1,3453.637,1,ok
g8-g69,glasgow1,0.006,1,ok
g8-g70,glasgow1,0.006,1,ok
g8-g71,glasgow1,0.004,1,ok
g8-g72,glasgow1,0.004,1,ok
g8-g74,glasgow1,0.004,1,ok
g8-g75,glasgow1,0.028,1,ok
g8-g76,glasgow1,0.055,1,ok
g8-g77,glasgow1,0.108,1,ok
g8-g78,glasgow1,0.011,1,ok
g8-g79,glasgow1,0.006,1,ok
g8-g80,glasgow1,0.016,1,ok
g8-g81,glasgow1,0.037,1,ok
g8-g83,glasgow1,0.023,1,ok
g8-g84,glasgow1,0.187,1,ok
g8-g85,glasgow1,0.011,1,ok
g8-g87,glasgow1,0.018,1,ok
g8-g88,glasgow1,0.021,1,ok
g8-g89,glasgow1,0.011,1,ok
g8-g90,glasgow1,0.034,1,ok
g8-g91,glasgow1,0.027,1,ok
g8-g92,glasgow1,0.033,1,ok
g8-g94,glasgow1,0.038,1,ok
g8-g95,glasgow1,0.047,1,ok
g8-g96,glasgow1,0.047,1,ok
g8-g97,glasgow1,0.047,1,ok
g8-g98,glasgow1,0.09,1,ok
g8-g99,glasgow1,0.053,1,ok
g9-g100,glasgow1,0.035,1,ok
g9-g101,glasgow1,0.042,1,ok
g9-g102,glasgow1,0.073,1,ok
g9-g103,glasgow1,0.11,1,ok
g9-g104,glasgow1,0.13,1,ok
g9-g105,glasgow1,0.224,1,ok
g9-g106,glasgow1,0.38,1,ok
g9-g107,glasgow1,0.248,1,ok
g9-g108,glasgow1,0.29,1,ok
g9-g109,glasgow1,0.22,1,ok
g9-g110,glasgow1,0.519,1,ok
g9-g111,glasgow1,0.533,1,ok
g9-g112,glasgow1,0.534,1,ok
g9-g51,glasgow1,0.46,1,ok
g9-g52,glasgow1,0,1,ok
g9-g53,glasgow1,0.212,1,ok
g9-g54,glasgow1,0.003,1,ok
g9-g55,glasgow1,0.001,1,ok
g9-g56,glasgow1,0.002,1,ok
g9-g57,glasgow1,0.001,1,ok
g9-g61,glasgow1,0.002,1,ok
g9-g62,glasgow1,0.003,1,ok
g9-g63,glasgow1,0.002,1,ok
g9-g64,glasgow1,0.016,1,ok
g9-g65,glasgow1,0.009,1,ok
g9-g67,glasgow1,0.002,1,ok
g9-g68,glasgow1,0.003,1,ok
g9-g69,glasgow1,0.003,1,ok
g9-g70,glasgow1,0.004,1,ok
g9-g71,glasgow1,0.005,1,ok
g9-g72,glasgow1,0.004,1,ok
g9-g74,glasgow1,0.007,1,ok
g9-g75,glasgow1,0.027,1,ok
g9-g76,glasgow1,0.054,1,ok
g9-g77,glasgow1,0.105,1,ok
g9-g78,glasgow1,0.013,1,ok
g9-g79,glasgow1,0.007,1,ok
g9-g80,glasgow1,0.008,1,ok
g9-g81,glasgow1,0.023,1,ok
g9-g83,glasgow1,0.022,1,ok
g9-g84,glasgow1,0.105,1,ok
g9-g85,glasgow1,0.016,1,ok
g9-g87,glasgow1,0.017,1,ok
g9-g88,glasgow1,0.019,1,ok
g9-g89,glasgow1,0.011,1,ok
g9-g90,glasgow1,0.019,1,ok
g9-g91,glasgow1,0.046,1,ok
g9-g92,glasgow1,0.033,1,ok
g9-g94,glasgow1,0.045,1,ok
g9-g95,glasgow1,0.08,1,ok
g9-g96,glasgow1,0.046,1,ok
g9-g97,glasgow1,0.046,1,ok
g9-g98,glasgow1,0.052,1,ok
g9-g99,glasgow1,0.048,1,ok
g10-g58-normed,glasgow1,2.673,1,ok
g10-g59-normed,glasgow1,0.75,1,ok
g10-g60-normed,glasgow1,0.018,1,ok
g10-g66-normed,glasgow1,0.008,1,ok
g10-g73-normed,glasgow1,0.011,1,ok
g10-g82-normed,glasgow1,0.029,1,ok
g10-g86-normed,glasgow1,0.01,1,ok
g10-g93-normed,glasgow1,0.051,1,ok
g11-g58-normed,glasgow1,0.005,1,ok
g11-g59-normed,glasgow1,0.002,1,ok
g11-g60-normed,glasgow1,?,1,timeout
g11-g66-normed,glasgow1,0.055,1,ok
g11-g73-normed,glasgow1,?,1,timeout
g11-g82-normed,glasgow1,0.215,1,ok
g11-g86-normed,glasgow1,0.01,1,ok
g11-g93-normed,glasgow1,0.052,1,ok
g12-g58-normed,glasgow1,0.001,1,ok
g12-g59-normed,glasgow1,0.001,1,ok
g12-g60-normed,glasgow1,0.202,1,ok
g12-g66-normed,glasgow1,0.002,1,ok
g12-g73-normed,glasgow1,0.429,1,ok
g12-g82-normed,glasgow1,0.01,1,ok
g12-g86-normed,glasgow1,0.01,1,ok
g12-g93-normed,glasgow1,0.057,1,ok
g13-g58-normed,glasgow1,0.002,1,ok
g13-g59-normed,glasgow1,0.003,1,ok
g13-g60-normed,glasgow1,0.206,1,ok
g13-g66-normed,glasgow1,0.002,1,ok
g13-g73-normed,glasgow1,2.098,1,ok
g13-g82-normed,glasgow1,0.01,1,ok
g13-g86-normed,glasgow1,0.01,1,ok
g13-g93-normed,glasgow1,7.697,1,ok
g14-g58-normed,glasgow1,0.002,1,ok
g14-g59-normed,glasgow1,0.002,1,ok
g14-g60-normed,glasgow1,0.003,1,ok
g14-g66-normed,glasgow1,0.004,1,ok
g14-g73-normed,glasgow1,0.007,1,ok
g14-g82-normed,glasgow1,0.017,1,ok
g14-g86-normed,glasgow1,0.01,1,ok
g14-g93-normed,glasgow1,7.849,1,ok
g15-g58-normed,glasgow1,0.002,1,ok
g15-g59-normed,glasgow1,0.002,1,ok
g15-g60-normed,glasgow1,0.257,1,ok
g15-g66-normed,glasgow1,0.002,1,ok
g15-g73-normed,glasgow1,0.773,1,ok
g15-g82-normed,glasgow1,0.014,1,ok
g15-g86-normed,glasgow1,0.01,1,ok
g15-g93-normed,glasgow1,6.858,1,ok
g16-g58-normed,glasgow1,0.003,1,ok
g16-g59-normed,glasgow1,0.003,1,ok
g16-g60-normed,glasgow1,?,1,timeout
g16-g66-normed,glasgow1,0.016,1,ok
g16-g73-normed,glasgow1,?,1,timeout
g16-g82-normed,glasgow1,0.037,1,ok
g16-g86-normed,glasgow1,0.01,1,ok
g16-g93-normed,glasgow1,17551.346,1,ok
g17-g58-normed,glasgow1,11.672,1,ok
g17-g59-normed,glasgow1,1.764,1,ok
g17-g60-normed,glasgow1,?,1,timeout
g17-g66-normed,glasgow1,3.656,1,ok
g17-g73-normed,glasgow1,?,1,timeout
g17-g82-normed,glasgow1,4.936,1,ok
g17-g86-normed,glasgow1,0.01,1,ok
g17-g93-normed,glasgow1,0.053,1,ok
g18-g58-normed,glasgow1,0.001,1,ok
g18-g59-normed,glasgow1,0.002,1,ok
g18-g60-normed,glasgow1,?,1,timeout
g18-g66-normed,glasgow1,3.312,1,ok
g18-g73-normed,glasgow1,?,1,timeout
g18-g82-normed,glasgow1,4.877,1,ok
g18-g86-normed,glasgow1,0.01,1,ok
g18-g93-normed,glasgow1,?,1,timeout
g19-g58-normed,glasgow1,0.014,1,ok
g19-g59-normed,glasgow1,0.003,1,ok
g19-g60-normed,glasgow1,?,1,timeout
g19-g66-normed,glasgow1,0.296,1,ok
g19-g73-normed,glasgow1,?,1,timeout
g19-g82-normed,glasgow1,0.627,1,ok
g19-g86-normed,glasgow1,0.017,1,ok
g19-g93-normed,glasgow1,0.055,1,ok
g2-g58-normed,glasgow1,0.001,1,ok
g2-g59-normed,glasgow1,0.002,1,ok
g2-g60-normed,glasgow1,0.002,1,ok
g2-g66-normed,glasgow1,0.003,1,ok
g2-g73-normed,glasgow1,0.005,1,ok
g2-g82-normed,glasgow1,0.009,1,ok
g2-g86-normed,glasgow1,0.014,1,ok
g2-g93-normed,glasgow1,0.046,1,ok
g20-g58-normed,glasgow1,0.001,1,ok
g20-g59-normed,glasgow1,0.001,1,ok
g20-g60-normed,glasgow1,0.001,1,ok
g20-g66-normed,glasgow1,0.002,1,ok
g20-g73-normed,glasgow1,0.006,1,ok
g20-g82-normed,glasgow1,0.01,1,ok
g20-g86-normed,glasgow1,0.01,1,ok
g20-g93-normed,glasgow1,16.177,1,ok
g21-g58-normed,glasgow1,0.002,1,ok
g21-g59-normed,glasgow1,0.001,1,ok
g21-g60-normed,glasgow1,0.001,1,ok
g21-g66-normed,glasgow1,0.002,1,ok
g21-g73-normed,glasgow1,0.003,1,ok
g21-g82-normed,glasgow1,0.01,1,ok
g21-g86-normed,glasgow1,0.017,1,ok
g21-g93-normed,glasgow1,2.97,1,ok
g22-g58-normed,glasgow1,0.004,1,ok
g22-g59-normed,glasgow1,0.004,1,ok
g22-g60-normed,glasgow1,?,1,timeout
g22-g66-normed,glasgow1,0.011,1,ok
g22-g73-normed,glasgow1,?,1,timeout
g22-g82-normed,glasgow1,0.073,1,ok
g22-g86-normed,glasgow1,0.011,1,ok
g22-g93-normed,glasgow1,15.279,1,ok
g23-g58-normed,glasgow1,0.001,1,ok
g23-g59-normed,glasgow1,0.003,1,ok
g23-g60-normed,glasgow1,0.052,1,ok
g23-g66-normed,glasgow1,0.003,1,ok
g23-g73-normed,glasgow1,0.149,1,ok
g23-g82-normed,glasgow1,0.011,1,ok
g23-g86-normed,glasgow1,0.018,1,ok
g23-g93-normed,glasgow1,12.672,1,ok
g24-g58-normed,glasgow1,15511.158,1,ok
g24-g59-normed,glasgow1,0.003,1,ok
g24-g60-normed,glasgow1,0.004,1,ok
g24-g66-normed,glasgow1,0.142,1,ok
g24-g73-normed,glasgow1,0.006,1,ok
g24-g82-normed,glasgow1,0.279,1,ok
g24-g86-normed,glasgow1,0.011,1,ok
g24-g93-normed,glasgow1,10579.428,1,ok
g25-g58-normed,glasgow1,0.001,1,ok
g25-g59-normed,glasgow1,0.001,1,ok
g25-g60-normed,glasgow1,30.206,1,ok
g25-g66-normed,glasgow1,0.004,1,ok
g25-g73-normed,glasgow1,3.216,1,ok
g25-g82-normed,glasgow1,0.01,1,ok
g25-g86-normed,glasgow1,0.01,1,ok
g25-g93-normed,glasgow1,6.705,1,ok
g26-g58-normed,glasgow1,0.002,1,ok
g26-g59-normed,glasgow1,0.002,1,ok
g26-g60-normed,glasgow1,101.625,1,ok
g26-g66-normed,glasgow1,0.004,1,ok
g26-g73-normed,glasgow1,217.134,1,ok
g26-g82-normed,glasgow1,0.011,1,ok
g26-g86-normed,glasgow1,0.011,1,ok
g26-g93-normed,glasgow1,17.15,1,ok
g27-g58-normed,glasgow1,0.001,1,ok
g27-g59-normed,glasgow1,0.001,1,ok
g27-g60-normed,glasgow1,0.002,1,ok
g27-g66-normed,glasgow1,0.003,1,ok
g27-g73-normed,glasgow1,0.017,1,ok
g27-g82-normed,glasgow1,0.011,1,ok
g27-g86-normed,glasgow1,0.015,1,ok
g27-g93-normed,glasgow1,9.828,1,ok
g28-g58-normed,glasgow1,?,1,timeout
g28-g59-normed,glasgow1,?,1,timeout
g28-g60-normed,glasgow1,537.35,1,ok
g28-g66-normed,glasgow1,?,1,timeout
g28-g73-normed,glasgow1,34.323,1,ok
g28-g82-normed,glasgow1,64081.006,1,ok
g28-g86-normed,glasgow1,0.011,1,ok
g28-g93-normed,glasgow1,0.052,1,ok
g29-g58-normed,glasgow1,0.002,1,ok
g29-g59-normed,glasgow1,0.002,1,ok
g29-g60-normed,glasgow1,0.002,1,ok
g29-g66-normed,glasgow1,0.002,1,ok
g29-g73-normed,glasgow1,0.007,1,ok
g29-g82-normed,glasgow1,0.017,1,ok
g29-g86-normed,glasgow1,0.018,1,ok
g29-g93-normed,glasgow1,40.225,1,ok
g3-g58-normed,glasgow1,0.001,1,ok
g3-g59-normed,glasgow1,0.003,1,ok
g3-g60-normed,glasgow1,0.002,1,ok
g3-g66-normed,glasgow1,1.117,1,ok
g3-g73-normed,glasgow1,0.005,1,ok
g3-g82-normed,glasgow1,4.364,1,ok
g3-g86-normed,glasgow1,0.038,1,ok
g3-g93-normed,glasgow1,0.046,1,ok
g30-g58-normed,glasgow1,0.002,1,ok
g30-g59-normed,glasgow1,0.002,1,ok
g30-g60-normed,glasgow1,0.002,1,ok
g30-g66-normed,glasgow1,0.004,1,ok
g30-g73-normed,glasgow1,0.007,1,ok
g30-g82-normed,glasgow1,0.013,1,ok
g30-g86-normed,glasgow1,0.01,1,ok
g30-g93-normed,glasgow1,0.143,1,ok
g31-g58-normed,glasgow1,0.001,1,ok
g31-g59-normed,glasgow1,0.002,1,ok
g31-g60-normed,glasgow1,0.003,1,ok
g31-g66-normed,glasgow1,0.002,1,ok
g31-g73-normed,glasgow1,0.004,1,ok
g31-g82-normed,glasgow1,0.016,1,ok
g31-g86-normed,glasgow1,0.018,1,ok
g31-g93-normed,glasgow1,38.54,1,ok
g32-g58-normed,glasgow1,0.001,1,ok
g32-g59-normed,glasgow1,0.001,1,ok
g32-g60-normed,glasgow1,0.002,1,ok
g32-g66-normed,glasgow1,0.004,1,ok
g32-g73-normed,glasgow1,0.006,1,ok
g32-g82-normed,glasgow1,0.01,1,ok
g32-g86-normed,glasgow1,0.011,1,ok
g32-g93-normed,glasgow1,4.264,1,ok
g33-g58-normed,glasgow1,0.002,1,ok
g33-g59-normed,glasgow1,0.002,1,ok
g33-g60-normed,glasgow1,?,1,timeout
g33-g66-normed,glasgow1,0.009,1,ok
g33-g73-normed,glasgow1,?,1,timeout
g33-g82-normed,glasgow1,0.029,1,ok
g33-g86-normed,glasgow1,0.018,1,ok
g33-g93-normed,glasgow1,?,1,timeout
g34-g58-normed,glasgow1,0.001,1,ok
g34-g59-normed,glasgow1,0.001,1,ok
g34-g60-normed,glasgow1,?,1,timeout
g34-g66-normed,glasgow1,46.463,1,ok
g34-g73-normed,glasgow1,?,1,timeout
g34-g82-normed,glasgow1,27.009,1,ok
g34-g86-normed,glasgow1,0.011,1,ok
g34-g93-normed,glasgow1,0.064,1,ok
g35-g58-normed,glasgow1,0.003,1,ok
g35-g59-normed,glasgow1,0.003,1,ok
g35-g60-normed,glasgow1,?,1,timeout
g35-g66-normed,glasgow1,0.017,1,ok
g35-g73-normed,glasgow1,?,1,timeout
g35-g82-normed,glasgow1,0.067,1,ok
g35-g86-normed,glasgow1,0.018,1,ok
g35-g93-normed,glasgow1,49.199,1,ok
g36-g58-normed,glasgow1,0.002,1,ok
g36-g59-normed,glasgow1,0.003,1,ok
g36-g60-normed,glasgow1,?,1,timeout
g36-g66-normed,glasgow1,0.034,1,ok
g36-g73-normed,glasgow1,?,1,timeout
g36-g82-normed,glasgow1,0.072,1,ok
g36-g86-normed,glasgow1,0.018,1,ok
g36-g93-normed,glasgow1,?,1,timeout
g37-g58-normed,glasgow1,0.001,1,ok
g37-g59-normed,glasgow1,0.002,1,ok
g37-g60-normed,glasgow1,0.002,1,ok
g37-g66-normed,glasgow1,0.012,1,ok
g37-g73-normed,glasgow1,0.005,1,ok
g37-g82-normed,glasgow1,0.035,1,ok
g37-g86-normed,glasgow1,0.018,1,ok
g37-g93-normed,glasgow1,?,1,timeout
g38-g58-normed,glasgow1,0.001,1,ok
g38-g59-normed,glasgow1,0.001,1,ok
g38-g60-normed,glasgow1,0.047,1,ok
g38-g66-normed,glasgow1,0.004,1,ok
g38-g73-normed,glasgow1,423.354,1,ok
g38-g82-normed,glasgow1,0.017,1,ok
g38-g86-normed,glasgow1,0.011,1,ok
g38-g93-normed,glasgow1,0.058,1,ok
g39-g58-normed,glasgow1,0.002,1,ok
g39-g59-normed,glasgow1,0.003,1,ok
g39-g60-normed,glasgow1,?,1,timeout
g39-g66-normed,glasgow1,0.017,1,ok
g39-g73-normed,glasgow1,?,1,timeout
g39-g82-normed,glasgow1,0.103,1,ok
g39-g86-normed,glasgow1,0.011,1,ok
g39-g93-normed,glasgow1,0.088,1,ok
g4-g58-normed,glasgow1,0,1,ok
g4-g59-normed,glasgow1,0.001,1,ok
g4-g60-normed,glasgow1,0.004,1,ok
g4-g66-normed,glasgow1,0.004,1,ok
g4-g73-normed,glasgow1,0.007,1,ok
g4-g82-normed,glasgow1,0.025,1,ok
g4-g86-normed,glasgow1,0.016,1,ok
g4-g93-normed,glasgow1,4.141,1,ok
g40-g58-normed,glasgow1,0.001,1,ok
g40-g59-normed,glasgow1,0.002,1,ok
g40-g60-normed,glasgow1,0.001,1,ok
g40-g66-normed,glasgow1,0.005,1,ok
g40-g73-normed,glasgow1,0.007,1,ok
g40-g82-normed,glasgow1,0.011,1,ok
g40-g86-normed,glasgow1,0.011,1,ok
g40-g93-normed,glasgow1,5.156,1,ok
g41-g58-normed,glasgow1,0.003,1,ok
g41-g59-normed,glasgow1,0.003,1,ok
g41-g60-normed,glasgow1,?,1,timeout
g41-g66-normed,glasgow1,0.026,1,ok
g41-g73-normed,glasgow1,?,1,timeout
g41-g82-normed,glasgow1,0.149,1,ok
g41-g86-normed,glasgow1,0.011,1,ok
g41-g93-normed,glasgow1,?,1,timeout
g42-g58-normed,glasgow1,0.002,1,ok
g42-g59-normed,glasgow1,0.001,1,ok
g42-g60-normed,glasgow1,0.006,1,ok
g42-g66-normed,glasgow1,0.022,1,ok
g42-g73-normed,glasgow1,?,1,timeout
g42-g82-normed,glasgow1,0.077,1,ok
g42-g86-normed,glasgow1,0.018,1,ok
g42-g93-normed,glasgow1,34.901,1,ok
g43-g58-normed,glasgow1,0.001,1,ok
g43-g59-normed,glasgow1,0.001,1,ok
g43-g60-normed,glasgow1,0.004,1,ok
g43-g66-normed,glasgow1,0.004,1,ok
g43-g73-normed,glasgow1,0.019,1,ok
g43-g82-normed,glasgow1,0.015,1,ok
g43-g86-normed,glasgow1,0.019,1,ok
g43-g93-normed,glasgow1,19.379,1,ok
g44-g58-normed,glasgow1,0.002,1,ok
g44-g59-normed,glasgow1,0.004,1,ok
g44-g60-normed,glasgow1,0.004,1,ok
g44-g66-normed,glasgow1,0.005,1,ok
g44-g73-normed,glasgow1,0.013,1,ok
g44-g82-normed,glasgow1,0.011,1,ok
g44-g86-normed,glasgow1,0.019,1,ok
g44-g93-normed,glasgow1,38.272,1,ok
g45-g58-normed,glasgow1,0.004,1,ok
g45-g59-normed,glasgow1,0.003,1,ok
g45-g60-normed,glasgow1,0.004,1,ok
g45-g66-normed,glasgow1,0.005,1,ok
g45-g73-normed,glasgow1,0.008,1,ok
g45-g82-normed,glasgow1,0.011,1,ok
g45-g86-normed,glasgow1,0.018,1,ok
g45-g93-normed,glasgow1,0.088,1,ok
g46-g58-normed,glasgow1,0.002,1,ok
g46-g59-normed,glasgow1,0.002,1,ok
g46-g60-normed,glasgow1,0.002,1,ok
g46-g66-normed,glasgow1,0.005,1,ok
g46-g73-normed,glasgow1,0.008,1,ok
g46-g82-normed,glasgow1,0.011,1,ok
g46-g86-normed,glasgow1,0.011,1,ok
g46-g93-normed,glasgow1,?,1,timeout
g47-g58-normed,glasgow1,0.002,1,ok
g47-g59-normed,glasgow1,0.002,1,ok
g47-g60-normed,glasgow1,0.002,1,ok
g47-g66-normed,glasgow1,0.003,1,ok
g47-g73-normed,glasgow1,0.005,1,ok
g47-g82-normed,glasgow1,0.018,1,ok
g47-g86-normed,glasgow1,0.011,1,ok
g47-g93-normed,glasgow1,0.096,1,ok
g48-g58-normed,glasgow1,0.001,1,ok
g48-g59-normed,glasgow1,0.002,1,ok
g48-g60-normed,glasgow1,0.004,1,ok
g48-g66-normed,glasgow1,0.005,1,ok
g48-g73-normed,glasgow1,0.006,1,ok
g48-g82-normed,glasgow1,0.018,1,ok
g48-g86-normed,glasgow1,0.011,1,ok
g48-g93-normed,glasgow1,?,1,timeout
g49-g58-normed,glasgow1,0.001,1,ok
g49-g59-normed,glasgow1,0.001,1,ok
g49-g60-normed,glasgow1,0.003,1,ok
g49-g66-normed,glasgow1,0.004,1,ok
g49-g73-normed,glasgow1,0.008,1,ok
g49-g82-normed,glasgow1,0.018,1,ok
g49-g86-normed,glasgow1,0.013,1,ok
g49-g93-normed,glasgow1,24.265,1,ok
g5-g58-normed,glasgow1,0.001,1,ok
g5-g59-normed,glasgow1,0.001,1,ok
g5-g60-normed,glasgow1,0.001,1,ok
g5-g66-normed,glasgow1,0.005,1,ok
g5-g73-normed,glasgow1,0.006,1,ok
g5-g82-normed,glasgow1,0.021,1,ok
g5-g86-normed,glasgow1,0.016,1,ok
g5-g93-normed,glasgow1,0.075,1,ok
g50-g58-normed,glasgow1,0.002,1,ok
