@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute cheap_pattern numeric
@attribute cheap_target numeric
@attribute distance_pattern numeric
@attribute distance_target numeric
@attribute lad_features numeric

@data
g47-g108,1,0,0.029,3.665,3.665,0.003
g47-g109,1,0,0.031,4.211,4.211,0.005
g47-g110,1,0,0.036,9.921,9.921,0.017
g47-g111,1,0,0.04,5.775,5.775,0.005
g47-g112,1,0,0.054,5.953,5.953,0.006
g47-g48,1,0,0,0.002,0.002,0
g47-g50,1,0,0,0.003,0.003,0
g47-g51,1,0,0,0.001,0.001,0
g47-g52,1,0,0,0.001,0.001,0
g47-g53,1,0,0,0.002,0.002,0
g47-g54,1,0,0,0.005,0.005,0
g47-g55,1,0,0,0.005,0.005,0
g47-g56,1,0,0,0.005,0.005,0
g47-g57,1,0,0,0.001,0.001,0
g47-g58-normed,1,0,0,0.003,0.003,0
g47-g59-normed,1,0,0,0.003,0.003,0
g47-g60-normed,1,0,0,0.005,0.005,0
g47-g61,1,0,0,0.005,0.005,0
g47-g62,1,0,0,0.008,0.008,0
g47-g63,1,0,0,0.023,0.023,0
g47-g64,1,0,0,0.05,0.05,0.006
g47-g65,1,0,0,0.027,0.027,0
g47-g66-normed,1,0,0,0.027,0.027,0
g47-g67,1,0,0,0.013,0.013,0
g47-g68,1,0,0,0.057,0.057,0.001
g47-g69,1,0,0,0.022,0.022,0
g47-g70,1,0,0,0.018,0.018,0
g47-g71,1,0,0,0.022,0.022,0
g47-g72,1,0,0,0.007,0.007,0
g47-g73-normed,1,0,0,0.029,0.029,0
g47-g74,1,0,0,0.019,0.019,0
g47-g75,1,0,0,0.032,0.032,0.004
g47-g76,1,0,0,0.155,0.155,0.017
g47-g77,1,0,0,0.318,0.318,0.017
g47-g78,1,0,0,0.067,0.067,0.001
g47-g79,1,0,0,0.042,0.042,0
g47-g80,1,0,0.001,0.022,0.022,0
g47-g81,1,0,0.001,0.205,0.205,0
g47-g82-normed,1,0,0.001,0.205,0.205,0.002
g47-g83,1,0,0.001,0.162,0.162,0.002
g47-g84,1,0,0.001,0.788,0.788,0.015
g47-g85,1,0,0.001,0.092,0.092,0
g47-g86-normed,1,0,0.001,0.088,0.088,0
g47-g87,1,0,0.001,0.128,0.128,0
g47-g88,1,0,0.001,0.142,0.142,0
g47-g89,1,0,0.001,0.11,0.11,0.001
g47-g90,1,0,0.002,0.264,0.264,0
g47-g91,1,0,0.002,0.162,0.162,0.001
g47-g92,1,0,0.003,0.227,0.227,0.001
g47-g93-normed,1,0,0.003,5.711,5.711,0.05
g47-g94,1,0,0.004,0.467,0.467,0.002
g47-g95,1,0,0.005,0.149,0.149,0
g47-g96,1,0,0.005,0.176,0.176,0.001
g47-g97,1,0,0.005,0.18,0.18,0
g47-g98,1,0,0.005,0.269,0.269,0
g47-g99,1,0,0.005,0.268,0.268,0
g48-g100,1,0,0.005,0.13,0.13,0
g48-g101,1,0,0.006,0.708,0.708,0.001
g48-g102,1,0,0.006,0.825,0.825,0.004
g48-g103,1,0,0.006,1.077,1.077,0.005
g48-g104,1,0,0.014,1.396,1.396,0.001
g48-g105,1,0,0.014,1.402,1.402,0.001
g48-g106,1,0,0.025,4.94,4.94,0.004
g48-g107,1,0,0.025,2.946,2.946,0.005
g48-g108,1,0,0.029,3.677,3.677,0.005
g48-g109,1,0,0.031,4.239,4.239,0.007
g48-g110,1,0,0.036,9.827,9.827,0.024
g48-g111,1,0,0.04,5.691,5.691,0.003
g48-g112,1,0,0.054,5.973,5.973,0.007
g48-g50,1,0,0,0.003,0.003,0.001
g48-g51,1,0,0,0.001,0.001,0
g48-g52,1,0,0,0.001,0.001,0
g48-g53,1,0,0,0.002,0.002,0
g48-g54,1,0,0,0.005,0.005,0
g48-g55,1,0,0,0.005,0.005,0
g48-g56,1,0,0,0.005,0.005,0
g48-g57,1,0,0,0.001,0.001,0
g48-g58-normed,1,0,0,0.003,0.003,0
g48-g59-normed,1,0,0,0.003,0.003,0
g48-g60-normed,1,0,0,0.006,0.006,0
g48-g61,1,0,0,0.005,0.005,0
g48-g62,1,0,0,0.008,0.008,0
g48-g63,1,0,0,0.023,0.023,0
g48-g64,1,0,0,0.051,0.051,0.01
g48-g65,1,0,0,0.027,0.027,0
g48-g66-normed,1,0,0,0.027,0.027,0
g48-g67,1,0,0,0.013,0.013,0
g48-g68,1,0,0,0.057,0.057,0.001
g48-g69,1,0,0,0.023,0.023,0
g48-g70,1,0,0,0.017,0.017,0
g48-g71,1,0,0,0.022,0.022,0
g48-g72,1,0,0,0.008,0.008,0
g48-g73-normed,1,0,0,0.029,0.029,0.001
g48-g74,1,0,0,0.019,0.019,0
g48-g75,1,0,0,0.032,0.032,0.008
g48-g76,1,0,0,0.155,0.155,0.028
g48-g77,1,0,0,0.317,0.317,0.019
g48-g78,1,0,0,0.067,0.067,0
g48-g79,1,0,0,0.042,0.042,0.001
g48-g80,1,0,0.001,0.022,0.022,0
g48-g81,1,0,0.001,0.207,0.207,0.002
g48-g82-normed,1,0,0.001,0.208,0.208,0.002
g48-g83,1,0,0.001,0.162,0.162,0.002
g48-g84,1,0,0.001,0.789,0.789,0.014
g48-g85,1,0,0.001,0.088,0.088,0
g48-g86-normed,1,0,0.001,0.089,0.089,0
g48-g87,1,0,0.001,0.13,0.13,0
g48-g88,1,0,0.001,0.142,0.142,0
g48-g89,1,0,0.001,0.11,0.11,0
g48-g90,1,0,0.002,0.263,0.263,0.002
g48-g91,1,0,0.002,0.162,0.162,0.001
g48-g92,1,0,0.003,0.226,0.226,0
g48-g93-normed,1,0,0.003,5.767,5.767,0.049
g48-g94,1,0,0.004,0.47,0.47,0.002
g48-g95,1,0,0.005,0.15,0.15,0
g48-g96,1,0,0.005,0.176,0.176,0
g48-g97,1,0,0.005,0.181,0.181,0
g48-g98,1,0,0.005,0.271,0.271,0.001
g48-g99,1,0,0.005,0.269,0.269,0.001
g49-g100,1,0,0.005,0.131,0.131,0.001
g49-g101,1,0,0.006,0.704,0.704,0.002
g49-g102,1,0,0.006,0.824,0.824,0.001
g49-g103,1,0,0.006,1.148,1.148,0.004
g49-g104,1,0,0.014,1.366,1.366,0.002
g49-g105,1,0,0.013,1.399,1.399,0.003
g49-g106,1,0,0.025,4.971,4.971,0.005
g49-g107,1,0,0.025,2.999,2.999,0.002
g49-g108,1,0,0.029,3.678,3.678,0.003
g49-g109,1,0,0.031,4.22,4.22,0.006
g49-g110,1,0,0.036,9.849,9.849,0.025
g49-g111,1,0,0.04,5.71,5.71,0.006
g49-g112,1,0,0.054,5.963,5.963,0.007
g49-g50,1,0,0,0.003,0.003,0.001
g49-g51,1,0,0,0.001,0.001,0
g49-g52,1,0,0,0.001,0.001,0
g49-g53,1,0,0,0.002,0.002,0
g49-g54,1,0,0,0.005,0.005,0
g49-g55,1,0,0,0.005,0.005,0
g49-g56,1,0,0,0.005,0.005,0
g49-g57,1,0,0,0.001,0.001,0
g49-g58-normed,1,0,0,0.003,0.003,0
g49-g59-normed,1,0,0,0.003,0.003,0
g49-g60-normed,1,0,0,0.006,0.006,0
g49-g61,1,0,0,0.005,0.005,0
g49-g62,1,0,0,0.008,0.008,0
g49-g63,1,0,0,0.023,0.023,0.001
g49-g64,1,0,0,0.051,0.051,0.01
g49-g65,1,0,0,0.027,0.027,0
g49-g66-normed,1,0,0,0.027,0.027,0
g49-g67,1,0,0,0.012,0.012,0
g49-g68,1,0,0,0.057,0.057,0.001
g49-g69,1,0,0,0.022,0.022,0
g49-g70,1,0,0,0.017,0.017,0
g49-g71,1,0,0,0.022,0.022,0
g49-g72,1,0,0,0.007,0.007,0
g49-g73-normed,1,0,0,0.029,0.029,0.001
g49-g74,1,0,0,0.019,0.019,0
g49-g75,1,0,0,0.032,0.032,0.007
g49-g76,1,0,0,0.155,0.155,0.029
g49-g77,1,0,0,0.318,0.318,0.019
g49-g78,1,0,0,0.067,0.067,0
g49-g79,1,0,0,0.042,0.042,0
g49-g80,1,0,0.001,0.022,0.022,0
g49-g81,1,0,0.001,0.205,0.205,0.002
g49-g82-normed,1,0,0.001,0.206,0.206,0.002
g49-g83,1,0,0.001,0.163,0.163,0
g49-g84,1,0,0.001,0.79,0.79,0.013
g49-g85,1,0,0.001,0.088,0.088,0.001
g49-g86-normed,1,0,0.001,0.089,0.089,0
g49-g87,1,0,0.001,0.129,0.129,0
g49-g88,1,0,0.001,0.141,0.141,0.001
g49-g89,1,0,0.001,0.109,0.109,0.001
g49-g90,1,0,0.002,0.263,0.263,0.002
g49-g91,1,0,0.002,0.162,0.162,0.001
g49-g92,1,0,0.003,0.229,0.229,0.001
g49-g93-normed,1,0,0.004,5.668,5.668,0.045
g49-g94,1,0,0.004,0.468,0.468,0.001
g49-g95,1,0,0.005,0.15,0.15,0
g49-g96,1,0,0.005,0.176,0.176,0
g49-g97,1,0,0.005,0.182,0.182,0
g49-g98,1,0,0.005,0.267,0.267,0.001
g49-g99,1,0,0.005,0.268,0.268,0.001
g4-g10,1,0,0,0,0,0
g4-g100,1,0,0.005,0.127,0.127,0.001
g4-g101,1,0,0.006,0.705,0.705,0.002
g4-g102,1,0,0.006,0.827,0.827,0.003
g4-g103,1,0,0.006,1.146,1.146,0.003
g4-g104,1,0,0.014,1.395,1.395,0.002
g4-g105,1,0,0.014,1.402,1.402,0.002
g4-g106,1,0,0.025,4.911,4.911,0.004
g4-g107,1,0,0.025,2.979,2.979,0.003
g4-g108,1,0,0.029,3.653,3.653,0.004
g4-g109,1,0,0.031,4.15,4.15,0.003
g4-g11,1,0,0,0,0,0
g4-g110,1,0,0.036,9.823,9.823,0.012
g4-g111,1,0,0.041,5.748,5.748,0.006
g4-g112,1,0,0.054,5.904,5.904,0.007
g4-g12,1,0,0,0,0,0
g4-g13,1,0,0,0,0,0
g4-g14,1,0,0,0,0,0
g4-g15,1,0,0,0,0,0
g4-g16,1,0,0,0,0,0
g4-g20,1,0,0,0,0,0
g4-g21,1,0,0,0,0,0
g4-g22,1,0,0,0,0,0
g4-g23,1,0,0,0,0,0
g4-g25,1,0,0,0,0,0
g4-g26,1,0,0,0,0,0
g4-g27,1,0,0,0,0,0
g4-g28,1,0,0,0,0,0
g4-g29,1,0,0,0.001,0.001,0
g4-g30,1,0,0,0.001,0.001,0
g4-g31,1,0,0,0.001,0.001,0
g4-g32,1,0,0,0.003,0.003,0
g4-g33,1,0,0,0,0,0
g4-g37,1,0,0,0.001,0.001,0
g4-g38,1,0,0,0,0,0
g4-g40,1,0,0,0.003,0.003,0
g4-g41,1,0,0,0.001,0.001,0
g4-g42,1,0,0,0.001,0.001,0
g4-g43,1,0,0,0.001,0.001,0
g4-g44,1,0,0,0.001,0.001,0
g4-g45,1,0,0,0.001,0.001,0
g4-g46,1,0,0,0.002,0.002,0
g4-g47,1,0,0,0.001,0.001,0
g4-g48,1,0,0,0.002,0.002,0
g4-g49,1,0,0,0.001,0.001,0
g4-g5,1,0,0,0,0,0
g4-g50,1,0,0,0.003,0.003,0
g4-g51,1,0,0,0.001,0.001,0
g4-g52,1,0,0,0.001,0.001,0
g4-g53,1,0,0,0.002,0.002,0
g4-g54,1,0,0,0.005,0.005,0
g4-g55,1,0,0,0.005,0.005,0
g4-g56,1,0,0,0.005,0.005,0
g4-g57,1,0,0,0.001,0.001,0
g4-g58-normed,1,0,0,0.003,0.003,0
g4-g59-normed,1,0,0,0.003,0.003,0
g4-g6,1,0,0,0,0,0
g4-g60-normed,1,0,0,0.005,0.005,0
g4-g61,1,0,0,0.005,0.005,0
g4-g62,1,0,0,0.007,0.007,0
g4-g63,1,0,0,0.024,0.024,0
g4-g64,1,0,0,0.053,0.053,0.002
g4-g65,1,0,0,0.027,0.027,0
g4-g66-normed,1,0,0,0.027,0.027,0
g4-g67,1,0,0,0.012,0.012,0
g4-g68,1,0,0,0.057,0.057,0
g4-g69,1,0,0,0.023,0.023,0
g4-g7,1,0,0,0,0,0
g4-g70,1,0,0,0.017,0.017,0
g4-g71,1,0,0,0.022,0.022,0
g4-g72,1,0,0,0.007,0.007,0
g4-g73-normed,1,0,0,0.029,0.029,0
g4-g74,1,0,0,0.019,0.019,0
g4-g75,1,0,0,0.032,0.032,0.002
g4-g76,1,0,0,0.155,0.155,0.009
g4-g77,1,0,0,0.318,0.318,0.017
g4-g78,1,0,0,0.067,0.067,0.001
g4-g79,1,0,0,0.042,0.042,0
g4-g80,1,0,0.001,0.022,0.022,0
g4-g81,1,0,0.001,0.207,0.207,0.001
g4-g82-normed,1,0,0.001,0.207,0.207,0.001
g4-g83,1,0,0.001,0.163,0.163,0.001
g4-g84,1,0,0.001,0.791,0.791,0.012
g4-g85,1,0,0.001,0.088,0.088,0
g4-g86-normed,1,0,0.001,0.088,0.088,0
g4-g87,1,0,0.001,0.128,0.128,0.001
g4-g88,1,0,0.001,0.141,0.141,0
g4-g89,1,0,0.001,0.109,0.109,0
g4-g9,1,0,0,0,0,0
g4-g90,1,0,0.002,0.265,0.265,0
g4-g91,1,0,0.002,0.163,0.163,0.001
g4-g92,1,0,0.003,0.228,0.228,0.001
g4-g93-normed,1,0,0.003,5.667,5.667,0.046
g4-g94,1,0,0.004,0.469,0.469,0.001
g4-g95,1,0,0.005,0.148,0.148,0
g4-g96,1,0,0.005,0.173,0.173,0
g4-g97,1,0,0.005,0.182,0.182,0
g4-g98,1,0,0.005,0.268,0.268,0
g4-g99,1,0,0.005,0.266,0.266,0.001
g50-g100,1,0,0.005,0.131,0.131,0.002
g50-g101,1,0,0.006,0.7,0.7,0.003
g50-g102,1,0,0.006,0.825,0.825,0.003
g50-g103,1,0,0.006,1.136,1.136,0.004
g50-g104,1,0,0.014,1.397,1.397,0.002
g50-g105,1,0,0.014,1.402,1.402,0.003
g50-g106,1,0,0.025,4.939,4.939,0.003
g50-g107,1,0,0.025,3.001,3.001,0.003
g50-g108,1,0,0.029,3.68,3.68,0.006
g50-g109,1,0,0.031,4.218,4.218,0.007
g50-g110,1,0,0.036,9.955,9.955,0.011
g50-g111,1,0,0.041,5.77,5.77,0.005
g50-g112,1,0,0.054,5.997,5.997,0.006
g50-g51,1,0,0,0.001,0.001,0
g50-g52,1,0,0,0.001,0.001,0
g50-g53,1,0,0,0.002,0.002,0
g50-g54,1,0,0,0.005,0.005,0
g50-g55,1,0,0,0.005,0.005,0
g50-g56,1,0,0,0.005,0.005,0
g50-g57,1,0,0,0.001,0.001,0
g50-g58-normed,1,0,0,0.003,0.003,0
g50-g59-normed,1,0,0,0.003,0.003,0
g50-g60-normed,1,0,0,0.005,0.005,0
g50-g61,1,0,0,0.005,0.005,0
g50-g62,1,0,0,0.007,0.007,0.001
g50-g63,1,0,0,0.023,0.023,0
g50-g64,1,0,0,0.05,0.05,0.007
g50-g65,1,0,0,0.027,0.027,0
g50-g66-normed,1,0,0,0.027,0.027,0
g50-g67,1,0,0,0.013,0.013,0
g50-g68,1,0,0,0.057,0.057,0.001
g50-g69,1,0,0,0.022,0.022,0
g50-g70,1,0,0,0.017,0.017,0
g50-g71,1,0,0,0.022,0.022,0
g50-g72,1,0,0,0.007,0.007,0
g50-g73-normed,1,0,0,0.029,0.029,0
g50-g74,1,0,0,0.019,0.019,0.001
g50-g75,1,0,0,0.032,0.032,0.002
g50-g76,1,0,0,0.154,0.154,0.023
g50-g77,1,0,0,0.317,0.317,0.019
g50-g78,1,0,0,0.067,0.067,0.001
g50-g79,1,0,0,0.042,0.042,0.001
g50-g80,1,0,0.001,0.022,0.022,0
g50-g81,1,0,0.001,0.205,0.205,0.002
g50-g82-normed,1,0,0.001,0.208,0.208,0.002
g50-g83,1,0,0.001,0.162,0.162,0
g50-g84,1,0,0.001,0.789,0.789,0.015
g50-g85,1,0,0.001,0.089,0.089,0.001
g50-g86-normed,1,0,0.001,0.089,0.089,0.001
g50-g87,1,0,0.001,0.128,0.128,0.001
g50-g88,1,0,0.001,0.141,0.141,0.001
g50-g89,1,0,0.001,0.11,0.11,0.001
g50-g90,1,0,0.002,0.264,0.264,0.001
g50-g91,1,0,0.002,0.163,0.163,0.002
g50-g92,1,0,0.003,0.226,0.226,0.001
g50-g93-normed,1,0,0.003,5.758,5.758,0.046
g50-g94,1,0,0.004,0.468,0.468,0.002
g50-g95,1,0,0.005,0.15,0.15,0.001
g50-g96,1,0,0.005,0.173,0.173,0
g50-g97,1,0,0.005,0.179,0.179,0.001
g50-g98,1,0,0.005,0.264,0.264,0.001
g50-g99,1,0,0.005,0.267,0.267,0.002
g5-g100,1,0,0.005,0.126,0.126,0.002
g5-g101,1,0,0.006,0.7,0.7,0.001
g5-g102,1,0,0.006,0.825,0.825,0.001
g5-g103,1,0,0.006,1.143,1.143,0.002
g5-g104,1,0,0.014,1.395,1.395,0.003
g5-g105,1,0,0.014,1.404,1.404,0.003
g5-g106,1,0,0.025,4.936,4.936,0.006
g5-g107,1,0,0.025,2.978,2.978,0.004
g5-g108,1,0,0.029,3.661,3.661,0.004
g5-g109,1,0,0.031,4.213,4.213,0.003
g5-g11,1,0,0,0,0,0
g5-g110,1,0,0.036,9.879,9.879,0.011
g5-g111,1,0,0.04,5.707,5.707,0.007
g5-g112,1,0,0.054,5.965,5.965,0.027
g5-g12,1,0,0,0,0,0
g5-g13,1,0,0,0,0,0
g5-g14,1,0,0,0,0,0
g5-g15,1,0,0,0,0,0
g5-g16,1,0,0,0,0,0
g5-g20,1,0,0,0,0,0
g5-g21,1,0,0,0,0,0
g5-g22,1,0,0,0,0,0
g5-g23,1,0,0,0,0,0
g5-g25,1,0,0,0,0,0
g5-g26,1,0,0,0,0,0
g5-g27,1,0,0,0,0,0
g5-g28,1,0,0,0,0,0
g5-g29,1,0,0,0.001,0.001,0
g5-g30,1,0,0,0.001,0.001,0
g5-g31,1,0,0,0.001,0.001,0
g5-g32,1,0,0,0.003,0.003,0
g5-g33,1,0,0,0,0,0
g5-g37,1,0,0,0.001,0.001,0
g5-g38,1,0,0,0,0,0
g5-g40,1,0,0,0.003,0.003,0
g5-g41,1,0,0,0.001,0.001,0
g5-g42,1,0,0,0.001,0.001,0
g5-g43,1,0,0,0.001,0.001,0
g5-g44,1,0,0,0.001,0.001,0
g5-g45,1,0,0,0.001,0.001,0
g5-g46,1,0,0,0.002,0.002,0
g5-g47,1,0,0,0.002,0.002,0
g5-g48,1,0,0,0.002,0.002,0
g5-g49,1,0,0,0.001,0.001,0
g5-g50,1,0,0,0.003,0.003,0
g5-g51,1,0,0,0.001,0.001,0
g5-g52,1,0,0,0.001,0.001,0
g5-g53,1,0,0,0.002,0.002,0
g5-g54,1,0,0,0.005,0.005,0
g5-g55,1,0,0,0.005,0.005,0
g5-g56,1,0,0,0.005,0.005,0
g5-g57,1,0,0,0.001,0.001,0
g5-g58-normed,1,0,0,0.003,0.003,0
g5-g59-normed,1,0,0,0.003,0.003,0
g5-g6,1,0,0,0,0,0
g5-g60-normed,1,0,0,0.006,0.006,0
g5-g61,1,0,0,0.005,0.005,0
g5-g62,1,0,0,0.008,0.008,0
g5-g63,1,0,0,0.023,0.023,0
g5-g64,1,0,0,0.051,0.051,0.002
g5-g65,1,0,0,0.027,0.027,0
g5-g66-normed,1,0,0,0.027,0.027,0
g5-g67,1,0,0,0.013,0.013,0
g5-g68,1,0,0,0.057,0.057,0.001
g5-g69,1,0,0,0.022,0.022,0
g5-g7,1,0,0,0,0,0
g5-g70,1,0,0,0.017,0.017,0
g5-g71,1,0,0,0.022,0.022,0
g5-g72,1,0,0,0.007,0.007,0
g5-g73-normed,1,0,0,0.029,0.029,0
g5-g74,1,0,0,0.019,0.019,0
g5-g75,1,0,0,0.032,0.032,0.002
g5-g76,1,0,0,0.155,0.155,0.01
g5-g77,1,0,0,0.318,0.318,0.019
g5-g78,1,0,0,0.067,0.067,0
g5-g79,1,0,0,0.042,0.042,0
g5-g80,1,0,0.001,0.023,0.023,0
g5-g81,1,0,0.001,0.205,0.205,0.001
g5-g82-normed,1,0,0.001,0.21,0.21,0
g5-g83,1,0,0.001,0.162,0.162,0
g5-g84,1,0,0.001,0.747,0.747,0.015
g5-g85,1,0,0.001,0.09,0.09,0
g5-g86-normed,1,0,0.001,0.088,0.088,0
g5-g87,1,0,0.001,0.128,0.128,0.002
g5-g88,1,0,0.001,0.142,0.142,0.001
g5-g89,1,0,0.001,0.11,0.11,0
g5-g90,1,0,0.002,0.262,0.262,0
g5-g91,1,0,0.002,0.162,0.162,0.003
g5-g92,1,0,0.003,0.227,0.227,0.004
g5-g93-normed,1,0,0.003,5.652,5.652,0.048
g5-g94,1,0,0.004,0.468,0.468,0.001
g5-g95,1,0,0.005,0.15,0.15,0.001
g5-g96,1,0,0.005,0.174,0.174,0
g5-g97,1,0,0.005,0.181,0.181,0
g5-g98,1,0,0.005,0.268,0.268,0
g5-g99,1,0,0.005,0.267,0.267,0.001
g6-g100,1,0,0.005,0.13,0.13,0
g6-g101,1,0,0.006,0.703,0.703,0.002
g6-g102,1,0,0.006,0.826,0.826,0.003
g6-g103,1,0,0.006,1.151,1.151,0.004
g6-g104,1,0,0.014,1.396,1.396,0.004
g6-g105,1,0,0.014,1.403,1.403,0.004
g6-g106,1,0,0.025,4.964,4.964,0.005
g6-g107,1,0,0.025,2.977,2.977,0.008
g6-g108,1,0,0.029,3.658,3.658,0.008
g6-g109,1,0,0.031,4.206,4.206,0.003
g6-g11,1,0,0,0,0,0
g6-g110,1,0,0.036,9.85,9.85,0.016
g6-g111,1,0,0.04,5.745,5.745,0.01
g6-g112,1,0,0.054,5.902,5.902,0.044
g6-g12,1,0,0,0,0,0
g6-g13,1,0,0,0,0,0
g6-g14,1,0,0,0,0,0
g6-g15,1,0,0,0,0,0
g6-g16,1,0,0,0,0,0
g6-g20,1,0,0,0,0,0
g6-g21,1,0,0,0,0,0
g6-g22,1,0,0,0,0,0
g6-g23,1,0,0,0,0,0
g6-g25,1,0,0,0,0,0
g6-g26,1,0,0,0,0,0
g6-g27,1,0,0,0,0,0
g6-g28,1,0,0,0,0,0
g6-g29,1,0,0,0.001,0.001,0
g6-g30,1,0,0,0.001,0.001,0
g6-g31,1,0,0,0.001,0.001,0
g6-g32,1,0,0,0.003,0.003,0
g6-g33,1,0,0,0,0,0
g6-g37,1,0,0,0.001,0.001,0
g6-g38,1,0,0,0,0,0
g6-g40,1,0,0,0.003,0.003,0
g6-g41,1,0,0,0.001,0.001,0
g6-g42,1,0,0,0.001,0.001,0
g6-g43,1,0,0,0.001,0.001,0
g6-g44,1,0,0,0.001,0.001,0
g6-g45,1,0,0,0.001,0.001,0
g6-g46,1,0,0,0.002,0.002,0
g6-g47,1,0,0,0.002,0.002,0
g6-g48,1,0,0,0.002,0.002,0
g6-g49,1,0,0,0.002,0.002,0
g6-g50,1,0,0,0.003,0.003,0
g6-g51,1,0,0,0.001,0.001,0
g6-g52,1,0,0,0.001,0.001,0
g6-g53,1,0,0,0.002,0.002,0
g6-g54,1,0,0,0.005,0.005,0
g6-g55,1,0,0,0.005,0.005,0
g6-g56,1,0,0,0.005,0.005,0
g6-g57,1,0,0,0.001,0.001,0
g6-g58-normed,1,0,0,0.003,0.003,0
g6-g59-normed,1,0,0,0.003,0.003,0
g6-g60-normed,1,0,0,0.006,0.006,0
g6-g61,1,0,0,0.005,0.005,0
g6-g62,1,0,0,0.007,0.007,0
g6-g63,1,0,0,0.023,0.023,0
g6-g64,1,0,0,0.051,0.051,0.003
g6-g65,1,0,0,0.027,0.027,0
g6-g66-normed,1,0,0,0.027,0.027,0
g6-g67,1,0,0,0.012,0.012,0
g6-g68,1,0,0,0.057,0.057,0.001
g6-g69,1,0,0,0.023,0.023,0
g6-g7,1,0,0,0,0,0
g6-g70,1,0,0,0.017,0.017,0
g6-g71,1,0,0,0.022,0.022,0
g6-g72,1,0,0,0.007,0.007,0
g6-g73-normed,1,0,0,0.029,0.029,0
g6-g74,1,0,0,0.019,0.019,0
g6-g75,1,0,0,0.032,0.032,0.002
g6-g76,1,0,0,0.154,0.154,0.012
g6-g77,1,0,0,0.318,0.318,0.017
g6-g78,1,0,0,0.067,0.067,0
g6-g79,1,0,0,0.042,0.042,0.001
g6-g80,1,0,0.001,0.021,0.021,0
g6-g81,1,0,0.001,0.206,0.206,0
g6-g82-normed,1,0,0.001,0.207,0.207,0.001
g6-g83,1,0,0.001,0.162,0.162,0
g6-g84,1,0,0.001,0.791,0.791,0.014
g6-g85,1,0,0.001,0.087,0.087,0
g6-g86-normed,1,0,0.001,0.088,0.088,0
g6-g87,1,0,0.001,0.128,0.128,0
g6-g88,1,0,0.001,0.144,0.144,0.001
g6-g89,1,0,0.001,0.11,0.11,0
g6-g90,1,0,0.002,0.263,0.263,0
g6-g91,1,0,0.002,0.163,0.163,0.004
g6-g92,1,0,0.003,0.228,0.228,0.005
g6-g93-normed,1,0,0.003,5.706,5.706,0.046
g6-g94,1,0,0.004,0.469,0.469,0
g6-g95,1,0,0.005,0.148,0.148,0.001
g6-g96,1,0,0.005,0.161,0.161,0
g6-g97,1,0,0.005,0.178,0.178,0.001
g6-g98,1,0,0.005,0.264,0.264,0.001
g6-g99,1,0,0.005,0.268,0.268,0.001
g7-g100,1,0,0.005,0.131,0.131,0
g7-g101,1,0,0.006,0.702,0.702,0
g7-g102,1,0,0.006,0.825,0.825,0.002
g7-g103,1,0,0.006,1.148,1.148,0.004
g7-g104,1,0,0.014,1.394,1.394,0.002
g7-g105,1,0,0.014,1.407,1.407,0.003
g7-g106,1,0,0.025,4.908,4.908,0.007
g7-g107,1,0,0.025,2.98,2.98,0.004
g7-g108,1,0,0.03,3.66,3.66,0.004
g7-g109,1,0,0.032,4.152,4.152,0.004
g7-g11,1,0,0,0,0,0
g7-g110,1,0,0.036,9.825,9.825,0.014
g7-g111,1,0,0.04,5.784,5.784,0.007
g7-g112,1,0,0.054,5.927,5.927,0.011
g7-g12,1,0,0,0,0,0
g7-g13,1,0,0,0,0,0
g7-g14,1,0,0,0,0,0
g7-g15,1,0,0,0,0,0
g7-g16,1,0,0,0,0,0
g7-g20,1,0,0,0,0,0
g7-g21,1,0,0,0,0,0
g7-g22,1,0,0,0,0,0
g7-g23,1,0,0,0,0,0
g7-g25,1,0,0,0,0,0
g7-g26,1,0,0,0,0,0
g7-g27,1,0,0,0,0,0
g7-g28,1,0,0,0,0,0
g7-g29,1,0,0,0.001,0.001,0
g7-g30,1,0,0,0.001,0.001,0
g7-g31,1,0,0,0.001,0.001,0
g7-g32,1,0,0,0.003,0.003,0
g7-g33,1,0,0,0,0,0
g7-g37,1,0,0,0.001,0.001,0
g7-g38,1,0,0,0,0,0
g7-g40,1,0,0,0.003,0.003,0
g7-g41,1,0,0,0.001,0.001,0
g7-g42,1,0,0,0.001,0.001,0
g7-g43,1,0,0,0.001,0.001,0
g7-g44,1,0,0,0.001,0.001,0
g7-g45,1,0,0,0.001,0.001,0
g7-g46,1,0,0,0.001,0.001,0
g7-g47,1,0,0,0.002,0.002,0
g7-g48,1,0,0,0.002,0.002,0
g7-g49,1,0,0,0.001,0.001,0
g7-g50,1,0,0,0.003,0.003,0
g7-g51,1,0,0,0.001,0.001,0
g7-g52,1,0,0,0.001,0.001,0
g7-g53,1,0,0,0.002,0.002,0
g7-g54,1,0,0,0.005,0.005,0
g7-g55,1,0,0,0.005,0.005,0
g7-g56,1,0,0,0.005,0.005,0
g7-g57,1,0,0,0.001,0.001,0
g7-g58-normed,1,0,0,0.003,0.003,0
g7-g59-normed,1,0,0,0.003,0.003,0
g7-g60-normed,1,0,0,0.006,0.006,0
g7-g61,1,0,0,0.005,0.005,0
g7-g62,1,0,0,0.007,0.007,0
g7-g63,1,0,0,0.023,0.023,0
g7-g64,1,0,0,0.051,0.051,0.003
g7-g65,1,0,0,0.027,0.027,0
g7-g66-normed,1,0,0,0.027,0.027,0
